type	name	ingredients	difficulty	health_banners
starter	Lentil soup	['2l vegetable or ham stock', '150g red lentils', '6 carrots, finely chopped', '2 medium leeks, sliced (about 300g)', 'small handful of chopped  parsley, to serve']	Easy	['Easily doubled', 'Healthy', 'Low calorie', 'Vegetarian']
starter	Broccoli & stilton soup	['2 tbsp rapeseed oil', '1 onion, finely chopped', '1 stick  celery, sliced', '1 leek, sliced', '1 medium potato, diced', '1 knob butter', '1l low salt or homemade chicken or vegetable stock', '1 head  broccoli, roughly chopped', '140g stilton, or other blue cheese, crumbled']	Easy	[]
starter	Quick seafood linguine	['1 tbsp olive oil', '1 onion, chopped', '1 garlic clove, chopped', '1 tsp paprika', '400g can chopped tomatoes', '1l chicken stock  (from a cube is fine)', '300g linguine or spaghetti, roughly broken', '240g frozen seafood mix, defrosted', 'handful of parsley  leaves, chopped, and lemon wedges, to serve']	Easy	[]
starter	Roasted sweet potato & carrot soup	['500g sweet potatoes, peeled and cut into chunks', '300g carrots, peeled and cut into chunks', '3 tbsp olive oil', '2 onions, finely chopped', '2 garlic cloves, crushed', '1l vegetable stock', '100ml crème fraîche, plus extra to serve']	Easy	['Freezable', 'Vegetarian']
starter	Nutty chicken satay strips	['2 tbsp chunky peanut butter (without palm oil or sugar)', '1 garlic clove, finely grated', '1 tsp Madras curry powder', 'few shakes soy sauce', '2 tsp lime juice', '2 skinless, chicken breast fillets (about 300g) cut into thick strips', 'about 10cm  cucumber, cut into fingers', 'sweet chilli sauce, to serve']	Easy	['Healthy']
starter	Pitta bread	['2 tsp fast-action dried yeast', '500g strong white bread flour, plus extra for dusting ', '2 tsp salt', '1 tbsp olive oil']	Easy	['Freezable', 'Vegan', 'Vegetarian']
starter	Meatball & tomato soup	['1½ tbsp rapeseed oil', '1 onion, finely chopped', '2 red peppers, deseeded and sliced', '1 garlic clove, crushed', '½ tsp chilli flakes', '2 x 400g cans chopped tomatoes', '100g giant couscous', '500ml hot vegetable stock', '12 pork meatballs', '150g baby spinach', '½ small bunch of basil', 'grated parmesan, to serve (optional)']	Easy	['Freezable', 'Healthy']
starter	Halloumi, carrot & orange salad	['2 large oranges', '1½ tbsp wholegrain mustard', '1½ tsp honey', '1 tbsp white wine vinegar', '3 tbsp rapeseed or olive oil, plus extra for frying', '2 large carrots, peeled', '225g block halloumi, sliced', '100g bag watercress or baby spinach']	Easy	['Gluten-free', 'Vegetarian']
starter	Moroccan-style chickpea soup	['1 tbsp olive oil', '1 onion, chopped', '2 celery sticks, chopped', '2 tsp ground cumin', '600ml hot vegetable stock', '400g can chopped plum tomatoes  with garlic', '400g can chickpeas, rinsed and drained', '100g frozen broad beans', 'zest and juice ½ lemon', 'large handful coriander or parsley and flatbread, to serve']	Easy	['Freezable', 'Egg-free', 'Healthy', 'Low calorie', 'Low fat', 'Low sugar', 'Nut-free', 'Vegetarian']
starter	Tomato bruschetta	['½ small red onion, finely chopped', '8 medium tomatoes (about 500g), coarsely chopped and drained', '2-3 garlic cloves, crushed', '6-8 leaves of fresh basil, finely chopped', '30ml balsamic vinegar', '60-80ml extra virgin olive oil', '1 loaf crusty bread']	Easy	['Vegan', 'Vegetarian']
starter	Roast aubergines with yogurt & harissa	['4 aubergines', '2 tbsp olive oil', '75g butter', '1 tbsp shop-bought harissa', '6 tbsp Greek yogurt', '1 small garlic clove, crushed', '1 tbsp chopped coriander', '1 tsp sesame seeds']	Easy	['Gluten-free', 'Vegetarian']
starter	Spicy roasted parsnip soup	['2 tbsp olive oil', '1 tsp coriander seeds', '1 tsp cumin seeds, plus extra to garnish', '½ tsp ground turmeric', '½ tsp mustard seeds', '1 large  onion, cut into 8 chunks', '2 garlic cloves', '675g parsnips, diced', '2 plum tomatoes, quartered  ', '1.2l vegetable stock', '1 tbsp lemon juice']	Easy	['Freezable', 'Vegan', 'Vegetarian']
starter	Classic minestrone soup	['3 tbsp  olive oil, plus extra to serve ', '1 onion, finely chopped', '1 celery stick, finely chopped ', '1 carrot, peeled and finely chopped', '1 courgette, finely chopped', '70g diced smoked  pancetta', '1 large garlic clove, crushed ', '½ tsp dried  oregano', '1 x 400g can  cannellini beans', '1 x 400g can  chopped tomatoes', '2 tbsp  tomato purée', '1.2 litre  vegetable stock', '1 bay leaf', '70g small  pasta', '100g  greens - kale, chard or cavolo nero work well ', 'handful of basil', 'finely grated parmesan, to serve ']	Easy	[]
starter	Soup maker broccoli and stilton soup	['1 onion, finely chopped ', '1 celery stick, sliced ', '1 leek, sliced', '1 medium potato, diced ', '750ml low salt or homemade chicken or vegetable stock', '1 head broccoli, roughly chopped ', '140g stilton, or other blue cheese, crumbled']	Easy	['Freezable', 'Vegetarian']
starter	Cullen skink	['1 tbsp unsalted butter', '1 medium  onion', '400g medium  potatoes  (about 2), peeled and cut into 1cm cubes', '250g smoked haddock', '250ml whole milk', '½ small bunch of parsley or chives, finely chopped']	Easy	['Gluten-free', 'Healthy']
starter	Butternut squash and red pepper soup	['1 small butternut squash (about 600-700g), peeled and cut into chunks', '2 red pepper, roughly chopped', '2 red onion, roughly chopped', '3 tbsp rapeseed oil', '3 garlic cloves in their skins', '1 tbsp ground coriander', '2 tsp ground cumin', '1.2l chicken or  vegetable stock', '2 tbsp harissa paste', '50ml double cream']	Easy	['Freezable', 'Healthy', 'Vegetarian']
starter	Roasted red pepper, sweet potato & smoked paprika soup	['1 sweet potato, roughly chopped into dice with the skin still on', '1 red pepper, de-seeded and cut into chunks', '1 red onion, peeled and cut into chunks', '3 garlic cloves, peeled', '1 tsp smoked paprika', '2 tbsp olive oil', '200ml coconut milk', '200ml chicken stock', '½ tbsp sriracha', '1 tsp maple syrup']	Easy	[]
starter	Easy onion bhajis	['2 onions, finely sliced', '100g gram flour', '½ tsp gluten-free baking powder', '½ tsp chilli powder', '½ tsp turmeric', '1 green chilli, deseeded and very finely chopped', 'vegetable oil for frying', '½ cucumber', '150g tub  Greek-style yogurt', '2 tbsp chopped mint']	Easy	['Gluten-free', 'Vegetarian']
starter	Chunky Minestrone soup	['3 large carrots, roughly chopped ', '1 large onion, roughly chopped ', '4 celery  sticks, roughly chopped', '1 tbsp olive oil', '2 garlic cloves, crushed', '2 large potatoes, cut into small dice', '2 tbsp tomato purée', '2l vegetable stock', '400g can chopped tomatoes', '400g can butter or cannellini beans', '140g spaghetti, snapped into short lengths', '½ head Savoy cabbage, shredded', 'crusty bread, to serve ']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Healthy', 'Vegetarian']
starter	Roasted cauliflower steaks	['1 cauliflower', '½ tsp smoked paprika', '2 tbsp olive oil', '1 roasted red pepper', '4 black olives, pitted', 'small handful parsley', '1 tsp capers', '½ tbsp red wine vinegar', '2 tbsp toasted flaked almonds']	Easy	['Gluten-free', 'Healthy', 'Keto', 'Vegan', 'Vegetarian']
starter	Leek, pea & watercress soup	['1tbsp olive oil, plus a drizzle to serve', '2 leeks, finely sliced', '4 small garlic cloves, crushed', 'hot veg stock', '80g watercress', '400g frozen peas', '1/2  lemon, zested and juiced', 'parsley, finely chopped', '1 tbsp crème fraîche or dairy-free crème fraîche', 'crusty bread,  to serve (optional)']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Healthy', 'Vegan', 'Vegetarian']
starter	How to make guacamole	['1 large ripe tomato', '3 avocados, very ripe but not bruised', 'juice 1 large lime', 'handful coriander, leaves and stalks chopped, plus a few leaves, roughly chopped, to serve', '1 small red onion, finely chopped', '1 chilli, red or green, deseeded and finely chopped', 'tortilla chips, to serve']	Easy	['Vegan', 'Vegetarian']
starter	Curried kale & chickpea soup	['1 tsp rapeseed or coconut oil', '1 onion, chopped', '1 tbsp grated ginger', '2 garlic cloves, crushed', '1 sweet potato (about 200g), peeled and cut into 2cm cubes', '1 tsp turmeric', '2 tsp ground cumin', '2 tbsp medium or hot curry powder', '400g can chickpeas, rinsed', '150ml low-fat coconut milk', '500ml vegetable stock (see tip, below)', '160g kale, chopped', '1 lime, juiced', '1 red chilli, finely chopped (optional)']	Easy	['Freezable', 'Healthy', 'Vegetarian']
starter	Leek, butter bean & crispy chorizo soup	['30g unsalted butter', 'olive oil, for frying', '2 large leeks, sliced', '1 large garlic clove, crushed', '2 x 400g cans butter beans, drained and rinsed', '800ml hot chicken or vegetable stock', '4 tbsp crème fraîche, plus extra to serve', '225g chorizo, finely cubed', '4 rosemary sprigs, leaves picked and finely chopped', 'bread, to serve']	Easy	['Freezable']
starter	Soup maker mushroom soup	['2 medium onions, roughly chopped ', '1 garlic clove, crushed ', '500g mushrooms, finely chopped (chestnut or button mushrooms work well) ', '750ml chicken stock', '4 tbsp single cream, plus more to serve', 'small handful flat-leaf parsley, roughly chopped, to serve (optional)']	Easy	['Freezable']
starter	Spicy pumpkin soup	['1 pumpkin, about 1.5-2kg (save the seeds – toast them in a dry pan to serve)', '1tbsp garam masala', '2tsp ground coriander ', '2tsp ground cumin', '½-1tsp chilli flakes or powder, plus a pinch ', '3tbsp olive oil', '1 onion, finely chopped', 'ginger, peeled and finely chopped', '2 garlic cloves, finely chopped', '900ml veg stock', '100ml double cream or crème fraiche, plus extra to serve ']	Easy	['Freezable', 'Vegetarian']
starter	Summer couscous salad	['250g couscous', '250ml vegetable stock, boiling', '400g can  chickpeas, drained and rinsed', '1-2 tbsp vegetable or  olive oil', '300g courgette, sliced on the slant', '300g small vine-ripened tomatoes, halved', '250g pack  halloumi cheese, thickly sliced and then halved lengthways', '125ml olive oil', '3 tbsp  lime juice', '2 large  garlic cloves, finely chopped', '2 tbsp chopped fresh  mint', '½ tsp sugar']	Easy	['Easily doubled', 'Easily halved', 'Vegetarian']
starter	Crispy tofu	['400g block firm  tofu', '3 tbsp cornflour', '½ tsp  garlic granules', '½ tsp  smoked paprika', '½ tsp  fine sea salt', '½ tsp  ground black pepper', '2 tbsp vegetable oil']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
supper	Chicken noodle soup	['900ml chicken or vegetable stock (or Miso soup mix)', '1 boneless, skinless chicken breast (about 175g)', '1 tsp chopped  fresh ginger', '1 garlic clove, finely chopped', '50g rice or wheat noodles', '2 tbsp  sweetcorn, canned or frozen', '2-3 mushrooms, thinly sliced', '2 spring onions, shredded', '2 tsp  soy sauce, plus extra for serving', 'mint  or basil leaves and a little shredded chilli (optional), to serve']	Easy	['Healthy']
supper	Classic Victoria sandwich recipe	['200g caster sugar', '200g softened butter', '4 eggs, beaten', '200g self-raising flour', '1 tsp  baking powder', '2 tbsp milk', '100g butter, softened', '140g icing sugar, sifted', 'drop vanilla extract (optional)', 'half a 340g jar good-quality strawberry jam', 'icing sugar, to decorate']	Easy	['Freezable (Cake base freezes well for 3 months)']
supper	The best spaghetti bolognese recipe	['1 tbsp olive oil', '4 rashers smoked streaky bacon,  finely chopped', '2 medium onions, finely chopped', '2 carrots, trimmed and finely chopped', '2 celery sticks, finely chopped', '2 garlic cloves finely chopped', '2-3 sprigs rosemary leaves picked and finely chopped', '500g beef mince', '2 x 400g tins plum tomatoes', 'small pack basil leaves picked, ¾ finely chopped and the rest left whole for garnish', '1 tsp dried oregano', '2 fresh bay leaves', '2 tbsp tomato purée', '1 beef stock cube', '1 red chilli deseeded and finely chopped (optional)', '125ml red wine', '6 cherry tomatoes sliced in half', '75g parmesan grated, plus extra to serve', '400g spaghetti', 'crusty bread to serve (optional)']	Easy	['Freezable (sauce only)']
supper	Chorizo & mozzarella gnocchi bake	['1 tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, crushed', '120g chorizo, diced', '2 x 400g cans chopped  tomatoes', '1 tsp caster sugar', '600g fresh gnocchi', '125g mozzarella ball, cut into chunks', 'small bunch of basil, torn', 'green salad, to serve']	Easy	[]
supper	Spinach, sweet potato & lentil dhal	['1 tbsp sesame oil', '1 red onion, finely chopped', '1 garlic clove, crushed', 'thumb-sized piece ginger, peeled and finely chopped', '1 red chilli, finely chopped', '1½ tsp ground turmeric', '1½ tsp ground cumin', '2 sweet potatoes (about 400g/14oz), cut into even chunks', '250g red split lentils', '600ml vegetable stock', '80g bag of spinach', '4 spring onions, sliced on the diagonal, to serve', '½ small pack of Thai basil, leaves torn, to serve']	Easy	['Freezable', 'Healthy', 'Vegan', 'Vegetarian']
supper	Burnt aubergine veggie chilli	['1 aubergine', '1 tbsp olive oil or rapeseed oil', '1 red onion, diced', '2 carrots, finely diced', '70g puy lentils or green lentils, rinsed', '30g red lentils, rinsed', '400g can kidney beans', '3 tbsp dark soy sauce', '400g can chopped tomatoes', '20g dark chocolate, finely chopped', '¼ tsp chilli powder', '2 tsp dried oregano', '2 tsp ground cumin', '2 tsp sweet smoked paprika', '1 tsp coriander', '1 tsp cinnamon', '800ml vegetable stock', '½ lime, juiced', 'brown rice', 'tortilla chips, mashed avocado, yogurt or soured cream, grated cheddar, roughly chopped coriander (optional) ']	Easy	['Freezable', 'Vegetarian']
supper	Easiest ever seafood rice	['1 tbsp olive oil', '1 leek  or onion, sliced', '110g pack chorizo  sausage, chopped', '1 tsp turmeric', '300g long grain rice', '1l hot fish or chicken stock', '200g frozen peas', '400g frozen seafood mix, defrosted']	Easy	['Healthy', 'High-protein']
supper	Double bean & roasted pepper chilli	['2 onions, chopped', '2 celery sticks, finely chopped', '2 yellow or orange peppers, finely chopped', '2 tbsp sunflower oil or rapeseed oil', '2 x 460g jars roasted red peppers', '2 tsp chipotle paste', '2 tbsp red wine vinegar', '1 tbsp cocoa powder', '1 tbsp dried oregano', '1 tbsp sweet smoked paprika', '2 tbsp ground cumin', '1 tsp ground cinnamon', '2 x 400g cans chopped tomatoes', '400g can refried beans', '3 x 400g cans kidney beans, drained and rinsed', '2 x 400g cans  black beans, drained and rinsed']	Easy	['Freezable', 'Gluten-free', 'Healthy', 'Vegetarian']
supper	Mushroom risotto	['50g dried porcini  mushrooms', '1 vegetable stock  cube', '2 tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', '250g pack chestnut mushrooms, chopped', '300g risotto rice, such as arborio', '1 x 175ml glass white wine', '25g butter', 'handful parsley  leaves, chopped', '50g parmesan  or Grana Padano, freshly grated']	Easy	['Vegetarian']
supper	Spiced carrot & lentil soup	"['2 tsp cumin seeds', 'pinch chilli flakes', '2 tbsp olive oil', '600g carrots, washed and coarsely grated (no need to peel)', '140g split red lentils', '1l hot vegetable stock (from a cube is fine)', ""125ml milk (to make it dairy-free, see 'try' below)"", 'plain yogurt and naan bread, to serve']"	Easy	['Freezable', 'Healthy', 'Vegetarian']
supper	Slow-cooker beef stew	['1 onion, chopped', '2 celery sticks, finely chopped', '2 tbsp rapeseed oil', '3 carrots, halved and cut into chunks', '2 bay leaves', '½ pack thyme', '2 tbsp tomato purée', '2 tbsp Worcestershire sauce', '2 beef stock cubes or stock pots', '900g beef for braising such as skirt, buy a whole piece and cut it yourself for bigger chunks or buy ready-diced', '2 tsp cornflour (optional)', '½ small bunch parsley, chopped', 'buttery mash, to serve (optional)']	Easy	['Freezable']
supper	Classic cheese scones	['225g self-raising flour, plus extra for dusting ', 'pinch of salt', 'pinch of cayenne pepper', '1 tsp baking powder', '55g chilled butter, cut into cubes', '120g mature cheddar, grated ', '90-100ml milk, plus 1 tbsp for glazing ']	Easy	['Freezable', 'Vegetarian']
supper	Kidney bean curry	['1 tbsp vegetable oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', 'thumb-sized piece of ginger, peeled and finely chopped', '1 small pack coriander, stalks finely chopped, leaves roughly shredded', '1 tsp ground cumin', '1 tsp ground paprika', '2 tsp garam masala', '400g can chopped tomatoes', '400g can kidney beans, in water', 'cooked basmati rice, to serve']	Easy	['Freezable', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
supper	Chicken satay salad	['1 tbsp tamari', '1 tsp medium curry powder', '¼ tsp ground cumin', '1 garlic clove, finely grated', '1 tsp clear honey', '2 skinless chicken breast fillets (or use turkey breast)', '1 tbsp crunchy peanut butter (choose a sugar-free version with no palm oil, if possible)', '1 tbsp sweet chilli sauce', '1 tbsp lime juice', 'sunflower oil, for wiping the pan', '2 Little Gem lettuce hearts, cut into wedges', '¼ cucumber, halved and sliced', '1 banana shallot, halved and thinly sliced', 'coriander, chopped', 'seeds from ½ pomegranate']	Easy	['Healthy']
supper	Creamy salmon, leek & potato traybake	['250g baby potatoes, thickly sliced', '2 tbsp olive oil', '1 leek, halved, washed and sliced', '1 garlic clove, crushed', '70ml double cream', '1 tbsp capers, plus extra to serve', '1 tbsp chives, plus extra to serve', '2 skinless salmon fillets', 'mixed rocket salad, to serve (optional)']	Easy	['Gluten-free']
supper	Bean & halloumi stew	['3 tbsp olive oil', '1 onion, thinly sliced', '1 red pepper, thinly sliced', '2 garlic cloves, crushed', '3 tbsp red chilli pesto, sundried tomato pesto or vegan alternative', '1 heaped tsp ground coriander', '400g can mixed beans, drained and rinsed', '400g can chopped tomatoes', '½ x 250g block halloumi, sliced', '½ small bunch of coriander, finely chopped', 'garlic bread, to serve (optional)']	Easy	['Freezable (stew only)', 'Vegetarian']
supper	Lentil bolognese	['3 tbsp olive oil', '2 onions, finely chopped', '3 carrots, finely chopped', '3 celery sticks, finely chopped', '3 garlic cloves, crushed', '500g bag dried red lentils', '2 x 400g cans chopped tomatoes', '2 tbsp tomato purée', '2 tsp each dried oregano and thyme', '3 bay leaves', '1l vegetable stock', '500g spaghetti', 'parmesan or vegetarian cheese, grated, to serve']	Easy	['Easily doubled', 'Freezable', 'Healthy', 'High-protein', 'Vegetarian']
supper	Roasted tomato, basil & parmesan quiche	['300g cherry tomatoes', 'drizzle olive oil', '50g parmesan (or vegetarian alternative), grated ', '2 eggs', '284ml pot double cream', 'handful basil  leaves, shredded, plus a few small ones left whole for scattering', '280g plain flour, plus extra for dusting', '140g cold butter, cut into pieces']	Easy	['Vegetarian']
supper	Mushroom soup	['90g butter', '2 medium onions, roughly chopped', '1 garlic clove, crushed ', '500g mushrooms, finely chopped (chestnut or button mushrooms work well)', '2 tbsp plain flour', '1l hot chicken stock', '1 bay leaf', '4 tbsp single cream', 'small handful flat-leaf parsley, roughly chopped, to serve (optional)']	Easy	['Freezable']
supper	Chickpea curry	['2 tbsp oil', '1 onion, diced', '1 tsp fresh or dried chilli, to taste', '9 garlic cloves (approx 1 small bulb of garlic)', 'thumb-sized piece ginger, peeled', '1 tbsp ground coriander', '2 tbsp ground cumin', '1 tbsp garam masala', '2 tbsp tomato purée', '2 x 400g cans chickpeas, drained', '400g can chopped tomatoes', '100g creamed coconut', '½ small pack coriander, chopped, plus extra to garnish', '100g spinach', 'cooked rice and/or dahl']	Easy	['Freezable', 'Gluten-free', 'Vegan', 'Vegetarian']
supper	Chicken & chorizo ragu	['120g cooking chorizo, chopped', '1 red onion, chopped', '2 garlic cloves, grated', '1 tsp hot smoked paprika', '80g sundried tomatoes, roughly chopped', '600g skinless and boneless chicken thighs', '400g can chopped tomatoes', '100ml chicken stock', '1 lemon, juiced', 'jacket potatoes, chopped parsley and soured cream, to serve (optional)']	Easy	['Freezable']
supper	Mustard-stuffed chicken	['125g ball mozzarella, torn into small pieces', '50g strong cheddar, grated', '1 tbsp wholegrain mustard', '4 skinless boneless chicken breast fillets', '8 smoked streaky bacon rashers']	Easy	['Easily doubled', 'Easily halved']
supper	Celery soup	['2 tbsp olive oil', '300g celery, sliced, with tough strings removed', '1 garlic clove, peeled', '200g potatoes, peeled and cut into chunks', '500ml vegetable stock', '100ml milk', 'crusty bread, to serve']	Easy	['Easily doubled', 'Freezable', 'Healthy', 'Low calorie', 'Low fat', 'Vegetarian']
supper	Summer-in-winter chicken	['1 tbsp olive oil', '4 boneless skinless chicken breasts', '200g pack cherry tomatoes', '3 tbsp pesto', '3 tbsp crème fraîche (half fat is fine)', 'fresh basil, if you have it']	Easy	[]
supper	Ultimate quiche Lorraine	['175g plain flour', '100g cold butter, cut into pieces', '1 egg yolk', '200g pack lardons, unsmoked or smoked', '50g gruyère', '200ml carton crème fraîche', '200ml double cream', '3 eggs, well beaten', 'pinch ground nutmeg']	More effort	['Freezable (but you lose the silky texture)']
supper	Sausage, kale & gnocchi one-pot	['1 tbsp olive oil', '6 pork sausages', '1 tsp chilli flakes', '1 tsp fennel seeds (optional)', '500g fresh gnocchi', '500ml chicken stock (fresh if you can get it)', '100g chopped kale', '40g parmesan, finely grated']	Easy	[]
supper	Spicy root & lentil casserole	['2 tbsp sunflower or  vegetable  oil', '1 onion, chopped', '2 garlic clove, crushed', '700g potatoes, peeled and cut into chunks', '4 carrot, thickly sliced', '2 parsnip, thickly sliced', '2 tbsp curry paste  or powder', '1 litre/1¾ pints vegetable stock', '100g red lentils', 'a small bunch of fresh coriander, roughly chopped', 'low-fat yogurt  and naan bread, to serve']	Easy	['Healthy', 'Vegetarian']
supper	Perfect pancakes recipe	['100g plain flour', '2 eggs', '300ml semi-skimmed milk', '1 tbsp sunflower oil  or vegetable, plus extra for frying', 'pinch salt']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Vegetarian']
supper	Curried cod	['1 tbsp oil', '1 onion, chopped', '2 tbsp medium curry powder', 'thumb-sized piece ginger, peeled and finely grated', '3 garlic cloves, crushed', '2 x 400g cans chopped tomatoes', '400g can chickpeas', '4 cod fillets (about 125-150g each)', 'zest 1 lemon, then cut into wedges', 'handful coriander, roughly chopped']	Easy	['Healthy']
supper	Tomato & mascarpone risotto	['2 tbsp olive oil', '1 onion, very finely chopped', '1 large garlic clove, crushed', '175g risotto rice', '400g can cherry tomatoes', '600ml hot vegetable stock', '30g parmesan or vegetarian alternative, grated', '30g mascarpone, or cream cheese', '½ small bunch of basil, chopped']	Easy	['Vegetarian']
treat	Lemon drizzle cake	['225g unsalted butter,  softened', '225g caster sugar', '4 eggs', '225g self-raising flour', '1 lemon, zested', '1½ lemons, juiced', '85g caster sugar']	Easy	['Freezable']
treat	Best ever chocolate brownies recipe	['185g unsalted butter', '185g best dark chocolate', '85g plain flour', '40g cocoa powder', '50g white chocolate', '50g milk chocolate', '3 large eggs', '275g golden caster sugar']	More effort	[]
treat	Classic Victoria sandwich recipe	['200g caster sugar', '200g softened butter', '4 eggs, beaten', '200g self-raising flour', '1 tsp  baking powder', '2 tbsp milk', '100g butter, softened', '140g icing sugar, sifted', 'drop vanilla extract (optional)', 'half a 340g jar good-quality strawberry jam', 'icing sugar, to decorate']	Easy	['Freezable (Cake base freezes well for 3 months)']
treat	Easy carrot cake	['230ml vegetable oil, plus extra for the tin', '100g natural yogurt', '4 large eggs', '1½ tsp vanilla extract', '½ orange, zested', '265g self-raising flour', '335g light muscovado sugar', '2½ tsp ground cinnamon', '¼ fresh nutmeg, finely grated', '265g carrots (about 3), grated', '100g sultanas or raisins', '100g walnuts or pecans, roughly chopped (optional)', '100g slightly salted butter, softened', '300g icing sugar', '100g soft cheese']	Easy	['Freezable (un-iced)']
treat	Classic scones with jam & clotted cream	['350g self-raising flour, plus more for dusting', '1 tsp baking powder', '85g butter, cut into cubes', '3 tbsp caster sugar', '175ml milk', '1 tsp vanilla extract', 'squeeze lemon juice  (see tips below)', 'beaten egg, to glaze', 'jam and clotted cream, to serve']	Easy	['Easily doubled', 'Easily halved', 'Freezable']
treat	Ultimate chocolate cake	['200g dark chocolate (about 60% cocoa solids), chopped', '200g butter, cubed', '1 tbsp instant coffee granules', '85g self-raising flour', '85g plain flour', '¼ tsp bicarbonate of soda', '200g light muscovado sugar', '200g golden caster sugar', '25g cocoa powder', '3 medium  eggs', '75ml buttermilk', '50g grated chocolate or 100g curls, to decorate', '200g dark chocolate (about 60% cocoa solids), chopped', '300ml double cream', '2 tbsp golden caster sugar', '']	Easy	['Freezable (un-iced and undecorated)']
treat	Chocolate fudge crinkle biscuits	['60g cocoa powder, sieved', '200g caster sugar', '60ml vegetable oil', '2 large eggs', '180g plain flour', '1 tsp baking powder', '70g icing sugar']	Easy	['Freezable', 'Vegetarian']
treat	Carrot cake	['175g light muscovado sugar', '175ml sunflower oil', '3 large eggs, lightly beaten', '140g grated carrot (about 3 medium)', '100g raisins', '1 large orange, zested', '175g self-raising flour', '1 tsp bicarbonate of soda', '1 tsp ground cinnamon', '½ tsp grated nutmeg (freshly grated will give you the best flavour)', '175g icing sugar', '1½-2 tbsp orange juice']	Easy	['Freezable', 'Dairy-free']
treat	Vintage chocolate chip cookies	['150g salted butter, softened', '80g light brown muscovado sugar', '80g granulated sugar', '2 tsp vanilla extract', '1 large egg', '225g plain flour', '½ tsp bicarbonate of soda', '¼ tsp salt', '200g plain chocolate chips or chunks']	Easy	['Freezable']
treat	Gluten-free lemon drizzle cake	['200g butter, softened', '200g golden caster sugar', '4 eggs', '175g ground almond (switch for polenta or wheat-free flour to make this recipe nut-free)', '250g mashed potato', 'zest 3 lemons', '2 tsp gluten-free baking powder', '4 tbsp granulated sugar', 'juice 1 lemon']	Easy	['Freezable (without drizzle)', 'Gluten-free', 'Nut-free']
treat	Vegan banana bread	['3 large black  bananas', '75ml vegetable oil or sunflower oil, plus extra for the tin', '100g brown sugar', '225g plain flour (or use self-raising flour and reduce the baking powder to 2 heaped tsp)', '3 heaped tsp baking powder', '3 tsp cinnamon or mixed spice', '50g dried fruit or nuts (optional)']	Easy	['Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
treat	Yummy golden syrup flapjacks	['250g jumbo porridge oats', '125g butter, plus extra for the tin', '125g light brown sugar', '2-3 tbsp golden syrup (depending on how gooey you want it)']	Easy	['Vegetarian']
treat	Easy chocolate cake	['200g golden caster sugar', '200g unsalted butter, softened plus extra for the tins', '4 large eggs', '200g self-raising flour', '2 tbsp cocoa powder', '1 tsp baking powder', '½ tsp vanilla extract', '2 tbsp milk', '100g milk chocolate, chopped', '200g butter, softened', '400g icing sugar', '5 tbsp cocoa powder', '2 tbsp milk', '50g dark chocolate', '25g milk chocolate', '25g white chocolate']	Easy	['Freezable (sponges only)', 'Vegetarian']
treat	Fruit scones	['350g self-raising flour, plus more for dusting', '¼ tsp salt', '1 tsp baking powder', '85g butter, cut into cubes', '3 tbsp caster sugar', '175ml milk', '1 tsp vanilla extract', 'squeeze of  lemon juice', '100g sultanas', 'beaten  egg to glaze', 'jam and clotted cream, to serve']	Easy	['Vegetarian']
treat	Homemade apple pie	['1kg Bramley apples', '140g golden caster sugar', '½ tsp cinnamon', '3 tbsp flour', '225g butter, room temperature', '50g golden caster sugar, plus extra', '2 eggs', '350g plain flour, preferably organic', 'softly whipped cream, to serve']	More effort	['Freezable']
treat	American blueberry pancakes	['200g self-raising flour', '1 tsp baking powder', '1 egg', '300ml milk', 'knob  butter', '150g pack blueberry', 'sunflower oil  or a little butter for cooking', 'golden or  maple syrup']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Healthy', 'Vegetarian']
treat	Easy millionaire’s shortbread	['250g plain flour', '75g caster sugar', '175g butter, softened', '100g butter or margarine', '100g light muscovado sugar', '397g can condensed milk', '200g plain or milk chocolate, broken into pieces']	Easy	['Vegetarian']
treat	The best apple crumble	['575g Bramley apple (3 medium apples), peeled, cored and sliced to 1cm thick', '2 tbsp golden caster sugar', '175g plain flour', '110g golden caster sugar', '110g cold butter', '1 tbsp rolled oats', '1 tbsp demerara sugar', 'double cream, clotted cream or custard, to serve']	Easy	[]
treat	Microwave mug cake	['4 tbsp self-raising flour', '4 tbsp caster sugar', '2 tbsp cocoa powder', '1 medium egg', '3 tbsp milk', '3 tbsp vegetable oil or sunflower oil', 'a few drops of vanilla essence or other essence (orange or peppermint work well)', '2 tbsp chocolate chips, nuts, or raisins etc (optional)']	Easy	['Vegetarian']
