cuisine	types	name	ingredients	difficulty	health_banners	instructions	link
['middle-eastern']	['buffet', 'dinner', 'lunch', 'side-dish', 'snack', 'starter', 'supper']	Summer couscous salad	['250g couscous', '250ml vegetable stock, boiling', '400g can  chickpeas, drained and rinsed', '1-2 tbsp vegetable or  olive oil', '300g courgette, sliced on the slant', '300g small vine-ripened tomatoes, halved', '250g pack  halloumi cheese, thickly sliced and then halved lengthways', '125ml olive oil', '3 tbsp  lime juice', '2 large  garlic cloves, finely chopped', '2 tbsp chopped fresh  mint', '½ tsp sugar']	Easy	['Easily doubled', 'Easily halved', 'Vegetarian']	['Tip the couscous into a bowl, pour the boiling stock over and mix well with a fork. Cover with a plate and leave for 4 minutes. Meanwhile, tip all the dressing ingredients into a bowl and mix well. Fluff up the couscous with a fork, stir in the chickpeas and follow with half the dressing. Mix well and pile on to a large serving dish.', 'Heat 1 tbsp oil in a large frying pan and fry the courgette slices over a high heat for 2-3 minutes until dark golden brown. Lift out on to kitchen paper. Now put the tomatoes cut-side down into the pan, and cook for another couple of minutes until tinged brown on the underside. Top the couscous with the courgettes and then the tomatoes.', 'If the pan is dry, pour in a little more oil and heat it up, then add the halloumi strips and fry for 2-3 minutes, turning them over from time to time, until crisp and sizzled brown. Pile on top of the tomatoes, and drizzle with the remaining dressing. Serve as soon as possible.']	https://www.bbcgoodfood.com/recipes/summer-couscous-salad
	['dinner', 'lunch', 'main-course', 'pasta', 'supper']	Linguine with avocado, tomato & lime	['115g wholemeal linguine', '1 lime, zested and juiced', '1 avocado, stoned, peeled, and chopped', '2 large ripe tomatoes, chopped', '½ pack  fresh coriander, chopped', '1 red onion, finely chopped', '1 red chilli, deseeded and finely chopped (optional)']	Easy	['Healthy', 'Vegan', 'Vegetarian']	['Cook the pasta according to pack instructions – about 10 mins. Meanwhile, put the lime juice and zest in a medium bowl with the avocado, tomatoes, coriander, onion and chilli, if using, and mix well.', 'Drain the pasta, toss into the bowl and mix well. Serve straight away while still warm, or cold.']	https://www.bbcgoodfood.com/recipes/linguine-avocado-tomato-lime
	['side-dish', 'snack', 'starter']	Crispy tofu	['400g block firm  tofu', '3 tbsp cornflour', '½ tsp  garlic granules', '½ tsp  smoked paprika', '½ tsp  fine sea salt', '½ tsp  ground black pepper', '2 tbsp vegetable oil']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']	['Drain the tofu, wrap in 4-5 sheets of kitchen paper, put on a plate and put something heavy over the top, like a wooden chopping board, or a tray with a few tins on it. Leave for 20 mins to drain the excess moisture from the tofu.', 'Mix the cornflour, garlic, paprika, salt and pepper in a small bowl. Unravel the tofu from the paper, cut in half through the centre, then cut into triangles, cubes or strips. ', 'Toss the tofu pieces in the spiced cornflour to coat all over. Heat the oil in a large non-stick frying pan over a medium-high heat. Fry the tofu for 2-4 mins on each side until golden, crunchy and browned at the edges. Smaller cubes will take 2 mins each side, larger triangles will take 4 mins. Cook in batches if you need to, adding a little more oil if the pan gets dry.', 'Drain the cooked tofu on kitchen paper and season with a pinch more salt before serving. ']	https://www.bbcgoodfood.com/recipes/crispy-tofu
	['dinner', 'main-course', 'supper']	Asparagus risotto	['1 bunch asparagus (about 200g)', '800ml vegetable stock', '1 tbsp olive oil', '25g butter', '1 small  onion, finely chopped ', '175g risotto rice', '100ml white wine or vermouth (optional)', '25g parmesan or vegetarian alternative, finely grated ']	Easy	['Vegetarian']	['Snap the woody ends off the asparagus stalks and tip them into a saucepan with the stock. Put on a low heat to very gently simmer. Meanwhile, cut off the tips of the asparagus, add to the stock for exactly 1 min. Scoop out with a slotted spoon and set aside. Finely slice the rest of the stalks into rounds.', 'Heat the oil and half the butter in a heavy, wide pan. Cook the onions gently for 5 mins until soft, stirring often. Add the chopped asparagus stalks and cook for 2 mins more. Add the rice and continously stir for a few minutes until it turns semi-transparent and makes a hissing sound.', 'Stir in the wine, if using – it will evaporate almost immediately. Reduce the heat to a gentle simmer. Add the stock, a ladleful at a time, stirring between each addition until it is absorbed, about 15 mins.', 'Try the rice – it should feel just cooked with a slight bite to it. Stir in the asparagus tips and any last dregs of stock and cook for 1 or 2 mins more. Remove from the heat and top with the remaining butter and most of the parmesan. Season generously, cover and leave for a few minutes to settle.', 'Give the risotto a thorough stir to incorporate the butter and cheese and serve straight away with the remaining parmesan for sprinkling over.']	https://www.bbcgoodfood.com/recipes/asparagus-risotto
['mediterranean']	['dinner', 'lunch', 'main-course']	Chorizo, new potato & haddock one-pot	['1 tbsp extra-virgin olive oil, plus extra to serve', '50g chorizo, peeled and thinly sliced', '450g salad or new potatoes, sliced (I used Charlotte)', '4 tbsp dry sherry, or more if you need it (or use white wine)', '2 skinless thick fillets white fish (I used sustainably caught haddock)', 'good handful cherry tomatoes, halved', '20g bunch parsley, chopped', 'crusty bread, to serve']	Easy	[]	['Heat a large lidded frying pan, then add the oil. Tip in the chorizo, fry for 2 mins until it starts to release its oils, then tip in the potatoes and some seasoning. Splash over 3 tbsp sherry, cover the pan tightly, then leave to cook for 10-15 mins until the potatoes are just tender. Move them around the pan a bit halfway through.', 'Season the fish well. Give the potatoes another stir, add the cherry tomatoes and most of the chopped parsley to the pan, then lay the fish on top. Splash over 1 tbsp sherry, put the lid on again, then leave to cook for 5 mins, or until the fish has turned white and is flaky when prodded in the middle. Scatter the whole dish with a little more parsley and drizzle with more extra virgin oil. Serve straight away with crusty bread.']	https://www.bbcgoodfood.com/recipes/chorizo-new-potato-haddock-one-pot
	['afternoon-tea', 'treat']	Vegan banana muffins	['2 large  bananas (about 225g), blackened and peeled', '50ml vegetable or sunflower oil', '65g light brown sugar', '150g plain flour', '2 tsp baking powder', '2 tsp cinnamon', '50g dried fruit and seed mix', '2 tbsp oats', '2 tbsp mixed seeds']	Easy	['Dairy-free', 'Egg-free', 'Vegan']	['Heat the oven to 180C/160C fan/gas 4. Mash the bananas in a medium bowl with a fork, then mix in the oil and sugar until combined.', 'Add the flour, baking powder, cinnamon and dried fruit and seed mix. Mix until well combined.', 'Line a cupcake (or muffin) tray with 10-12 cupcake cases (the amount you need will depend on how big the bananas are) and fill them ¾ full of the mixture. Sprinkle with the oats and mixed seeds.', 'Bake for 25 mins, or until a skewer inserted into the middle of a muffin comes out clean. Leave to cool on a wire rack.']	https://www.bbcgoodfood.com/recipes/vegan-banana-cupcakes
	['dinner', 'supper']	Cheat’s beetroot biriyani	['3 large (500g unprepped), raw  beetroot, peeled and cut into 2cm cubes', '2 tbsp rapeseed oil', '1 large  onion, finely sliced', 'thumb-sized piece of  ginger, grated', '2 small  garlic cloves, crushed', '1 bay leaf', '4 cardamom pods', '2 tsp turmeric', '2 tbsp garam masala', '250g basmati rice, rinsed', '500ml low-salt  veg stock', '100ml fat-free  yogurt', 'small bunch of  coriander', 'your favourite chutney or pickle, to serve (optional)']	Easy	['Freezable', 'Vegetarian']	['Heat the oven to 200C/180C fan/gas 6. Toss the beetroot with half the oil and some seasoning, then tip into a roasting dish and cook for 25-30 mins, tossing halfway through, until tender.', 'Meanwhile, heat the remaining oil in a large, shallow casserole dish or ovenproof frying pan. Fry the onion over a medium heat for 10 mins until golden. Add the ginger and half the garlic, and cook for 1 min. Stir through the bay, cardamom pods, turmeric and garam masala, then cook for 2 mins. Stir in the rice and beetroot, then season. Pour in the stock and bring to the boil.', 'Put in the oven, uncovered, and cook for 20-25 mins until the rice is cooked through. Give it a stir when it’s out of the oven.', 'Put the yogurt, coriander and remaining garlic in a food processor and whizz until smooth. Season to taste. Serve the biriyani with the coriander yogurt and pickle.']	https://www.bbcgoodfood.com/recipes/cheats-beetroot-biriyani
	['breakfast', 'brunch']	Brioche	['450g strong white flour', '2 tsp fine  sea salt', '50g caster sugar', '7g dried active yeast', '100ml whole milk', '4 eggs at room temperature, beaten, plus 1 for egg wash', '190g salted butter, cubed and softened']	More effort	['Vegetarian']	['Put the flour in a bowl of a stand mixer with a dough hook. Add the salt to one side and sugar to the other. Pour in the yeast to the side with the sugar. Mix each side into the flour with your hands, then mix it all together with the dough hook.', 'Heat the milk until warm to the touch, but not hot. Mix into the flour mix until combined. With the dough hook on medium, gradually add the eggs and mix for 10 mins.', 'Gradually add the softened butter, one or two cubes at a time, until combined. This will take 5-8 mins. Scrape down the sides, the dough will be very soft.', 'Scrape the dough into a large bowl, cover with a tea towel and leave for 1 hr 30 mins-2 hrs until doubled in size and well-risen. Once risen, put in the fridge for 1 hr.', 'Line the bottom and sides of a 900g loaf tin with baking parchment. Portion the dough into seven equal pieces (the easiest way to do this accurately is to weigh it). Lightly dust a work surface with flour, take a piece of dough and pull each corner into the middle to form a circular shape. With a bit of pressure, push down and roll into ball. Repeat with the six remaining pieces.', 'Put the balls into the tin, four on one side and three in the gaps on the other side. Cover with a tea towel and leave to prove for 30-35 mins until almost doubled in size. Heat the oven to 180C/160C fan/gas 4. Lightly brush the dough with the egg wash and bake for 30-35 mins until golden and risen. Leave to cool in the tin for 20 mins, then remove and cool completely.']	https://www.bbcgoodfood.com/recipes/brioche
	['dinner', 'main-course', 'supper']	Curried spinach, eggs & chickpeas	['1 tbsp rapeseed oil', '1 onion, thinly sliced', '1 garlic clove, crushed', '3cm piece ginger, peeled and grated', '1 tsp ground  turmeric', '1 tsp ground  coriander', '1 tsp garam masala', '1 tbsp ground  cumin', '450g tomatoes, chopped', '400g can  chickpeas, drained', '1 tsp sugar', '200g spinach', '2 large  eggs', '3 tbsp natural yogurt', '1 red chilli, finely sliced', '½ small bunch of  coriander, torn']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']	['Heat the oil in a large frying pan or flameproof casserole pot over a medium heat, and fry the onion for 10 mins until golden and sticky. Add the garlic, ginger, turmeric, ground coriander, garam masala, cumin and tomatoes, and fry for 2 mins more. Add the chickpeas, 100ml water and the sugar and bring to a simmer. Stir in the spinach, then cover and cook for 20-25 mins. Season to taste.', 'Cook the eggs in a pan of boiling water for 7 mins, then rinse under cold running water to cool. Drain, peel and halve. Swirl the yogurt into the curry, then top with the eggs, chilli and coriander. Season.']	https://www.bbcgoodfood.com/recipes/curried-spinach-eggs-chickpeas
	['dinner']	Beetroot risotto with feta	['2 tbsp olive oil, plus extra to serve', '1 onion, finely chopped', '300g raw beetroot, grated', '1 garlic clove, crushed', '175g risotto rice', '100ml white wine', '600ml hot  vegetable stock', '50g grated parmesan or vegetarian alternative', '½ lemon, zested and juiced', '40g feta, crumbled', 'small handful of dill, to serve (optional)']	Easy	['Vegetarian']	['Heat the oil in a large saucepan. Add the onion and beetroot, and cook over a low-medium heat for 15 mins. Add the garlic and cook for 1 min. Stir in the rice and fry for a couple of minutes, then pour in the wine and bring to a simmer. Add half the stock, stirring until it is absorbed. Add the remaining stock, a ladleful at a time, stirring continuously until the rice is al dente. Stir through the parmesan and lemon juice, adding a splash more stock to loosen if the risotto seems a little thick. Season to taste.', 'Toss the feta with the lemon zest and dill, if using, and spoon over the risotto. Finish with a drizzle of olive oil. Any leftovers will keep covered in the fridge for up to three days. Reheat in a pan over a low heat, stirring in a little stock to loosen.']	https://www.bbcgoodfood.com/recipes/beetroot-risotto-with-feta
	['buffet', 'snack', 'treat']	Easy sausage rolls	['375g all-butter puff pastry', 'flour, for dusting', '2 tbsp apple sauce, pickle or chutney', '400g sausagemeat or sausages, skins removed', '1 egg, beaten', '2 tsp sesame seeds or nigella seeds (optional)']	Easy	['Freezable (Unbaked only)']	['Roll out the pastry to a 35 x 30cm rectangle on a surface lightly dusted with flour. Trim the edges neatly, then cut in half lengthways to form two long strips. Spread with a thin layer of the apple sauce, pickle or chutney, leaving a border along the edges.', 'Tip the sausagemeat into a large bowl, add 3 tbsp cold water and squash together. Divide the mixture in two and mould each half into a cylindrical shape. Put each portion of meat into the middle of a pastry strip, leaving a border at either side. Brush the pastry border and the top of the sausage mix with the beaten egg. Fold one edge of the pastry over the meat and roll to encase, then use a fork to press the pastry edges together. Cut the sausage rolls into 5cm lengths and arrange on a lined baking tray. Chill for 20 mins. Can be made a day ahead or frozen for up to one month; to bake from frozen, add an extra 10 mins to the cooking time.', 'Heat oven to 200C/180C fan/gas 6. Brush the sausage rolls with the rest of the beaten egg and sprinkle with the sesame seeds or nigella seeds (if using). Bake for 30-35 mins until the pastry is deep golden. Transfer the sausage rolls to a wire rack and leave to cool for 10 mins.']	https://www.bbcgoodfood.com/recipes/super-sausage-rolls
['british']	['afternoon-tea', 'buffet', 'snack', 'treat']	Welsh cakes	['225g plain flour', '85g caster sugar', '½ tsp mixed spice', '½ tsp baking powder', '50g butter, cut into small pieces', '50g lard, cut into small pieces, plus extra for frying', '50g currant', '1 egg, beaten', 'splash milk']	Easy	['Easily doubled', 'Easily halved', 'Freezable']	['Tip the flour, sugar, mixed spice, baking powder and a pinch of salt into a bowl. Then, with your fingers, rub in the butter and lard until crumbly. Mix in the currants. Work the egg into the mixture until you have soft dough, adding a splash of milk if it seems a little dry – it should be the same consistency as shortcrust pastry.', 'Roll out the dough on a lightly floured work surface to the thickness of your little finger. Cut out rounds using a 6cm cutter, re-rolling any trimmings. Grease a flat griddle pan or heavy frying pan with lard, and place over a medium heat. Cook the Welsh cakes in batches, for about 3 mins each side, until golden brown, crisp and cooked through. Delicious served warm with butter and jam, or simply sprinkled with caster sugar. Cakes will stay fresh in a tin for 1 week.']	https://www.bbcgoodfood.com/recipes/welsh-cakes
	['dinner', 'main-course', 'supper']	Vegetarian Thai green curry	['2 tbsp vegetable oil', '3 shallots, finely sliced', '4 tbsp Thai green curry paste', '1 red chilli, deseeded and finely chopped', '350g butternut squash, peeled and cut into 1.5cm cubes', '1 large red pepper, deseeded and cut into thick slices', '400g can full fat coconut milk', '5 lime leaves', '150g mangetout', '100g baby corn. halved lengthways', '1 small bunch coriander, roughly chopped', 'cooked rice and lime wedges, to serve']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']	['Heat the oil in a large flameproof casserole dish with a tight-fitting lid. Add the shallots with a generous pinch of salt and fry for 7-10 mins over a medium heat until softened and beginning to caramelise. Add the curry paste and chilli to the dish and fry for 2 mins. Tip in the squash and pepper, then stir through the coconut milk along with 200ml water. Add the lime leaves, cover and cook for 15-20 mins or until the squash is tender.', 'Stir the mangetout and baby corn through the curry, then re-cover, cooking over a medium-low heat for a further 5 mins or until the veg is just cooked. Season and stir through half the coriander. Remove the lime leaves and discard. Spoon the curry into deep bowls, scatter with the remaining coriander and serve with rice and lime wedges for squeezing over.']	https://www.bbcgoodfood.com/recipes/vegetarian-thai-green-curry
	['dinner', 'supper']	Winter vegetable & lentil soup	['85g dried red lentils', '2 carrots, quartered lengthways then diced', '3 sticks  celery, sliced', '2  small leeks, sliced', '2 tbsp tomato purée', '1 tbsp fresh thyme leaves', '3 large garlic cloves, chopped', '1 tbsp vegetable bouillon powder', '1 heaped tsp ground coriander']	Easy	['Easily doubled', 'Freezable', 'Healthy', 'Vegetarian']	['Tip all the ingredients into a large pan. Pour over 1½ litres boiling water, then stir well.', 'Cover and leave to simmer for 30 mins until the vegetables and lentils are tender.', 'Ladle into bowls and eat straightaway, or if you like a really thick texture, blitz a third of the soup with a hand blender or in a food processor.']	https://www.bbcgoodfood.com/recipes/winter-vegetable-lentil-soup
	['afternoon-tea', 'dessert']	Sweet shortcrust pastry	['150g plain flour', '75g unsalted butter', '50g icing sugar', '1 egg yolk']	Easy	['Vegetarian']	['Put 150g plain flour and 75g unsalted butter in a bowl and rub together with your fingertips until it resembles breadcrumbs.', 'Mix in 50g icing sugar and a pinch of salt followed by 1 egg yolk. If the pastry feels too dry to form a dough, add 1 tbsp water. Shape the dough into a ball, flatten it out into a disc, wrap it in cling film, then chill for at least 30 mins before using in your recipes. You could try using it to make our apple & blackberry pies.']	https://www.bbcgoodfood.com/recipes/sweet-shortcrust-pastry
['british']	['dinner', 'main-course']	Salmon with greens & crème fraîche	['1 tbsp olive oil', '1 leek, thinly sliced', '250ml chicken or fish stock', '100g crème fraîche', '140g frozen peas', '140g frozen broad beans', '4 skinless salmon fillets', 'small bunch  chives, snipped', 'mash, to serve']	Easy	[]	['Heat the oil in a large, deep frying pan with a lid. Cook the leek for 5-10 mins until soft but not coloured, then pour in the stock. Simmer for a few mins until reduced slightly then add the crème fraîche and season. Cook for 1 min more.', 'Tip in the peas and beans, nestle in the salmon fillets, then turn down to a simmer and cover. Cook for 12-15 mins, depending on the thickness of the salmon, until cooked through. Sprinkle on the chives and serve with mashed potato, if you like.']	https://www.bbcgoodfood.com/recipes/salmon-greens-creme-fraiche
['italian']	['dinner', 'lunch', 'main-course', 'pasta', 'supper']	Easy classic lasagne	['1 tbsp olive oil', '2 rashers smoked streaky bacon', '1 onion, finely chopped', '1 celery stick, finely chopped', '1 medium carrot, grated', '2 garlic cloves, finely chopped', '500g beef mince', '1 tbsp tomato purée', '2 x 400g cans chopped tomatoes', '1 tbsp clear honey', '500g pack fresh egg lasagne sheets', '400ml crème fraîche', '125g ball mozzarella, roughly torn', '50g freshly grated parmesan', 'large handful basil leaves, torn (optional)']	Easy	['Freezable']	['Heat the oil in a large saucepan. Use kitchen scissors to snip the bacon into small pieces, or use a sharp knife to chop it on a chopping board. Add the bacon to the pan and cook for just a few mins until starting to turn golden. Add the onion, celery and carrot, and cook over a medium heat for 5 mins, stirring occasionally, until softened.', 'Add the garlic and cook for 1 min, then tip in the mince and cook, stirring and breaking it up with a wooden spoon, for about 6 mins until browned all over.', 'Stir in the tomato purée and cook for 1 min, mixing in well with the beef and vegetables. Tip in the chopped tomatoes. Fill each can half full with water to rinse out any tomatoes left in the can, and add to the pan. Add the honey and season to taste. Simmer for 20 mins.', 'Heat oven to 200C/180C fan/gas 6. To assemble the lasagne, ladle a little of the ragu sauce into the bottom of the roasting tin or casserole dish, spreading the sauce all over the base. Place 2 sheets of lasagne on top of the sauce overlapping to make it fit, then repeat with more sauce and another layer of pasta. Repeat with a further 2 layers of sauce and pasta, finishing with a layer of pasta.', 'Put the crème fraîche in a bowl and mix with 2 tbsp water to loosen it and make a smooth pourable sauce. Pour this over the top of the pasta, then top with the mozzarella. Sprinkle Parmesan over the top and bake for 25–30 mins until golden and bubbling. Serve scattered with basil, if you like.']	https://www.bbcgoodfood.com/recipes/classic-lasagne
['british']	['afternoon-tea', 'treat']	Easy fluffy scones	['350g self-raising flour, plus more for dusting', '¼ tsp salt', '1 tsp baking powder', '85g cold butter, cut into cubes', '4 tbsp golden caster sugar', '150g pot natural full-fat yogurt', '4 tbsp full-fat milk', '1 tsp vanilla extract', '1 egg beaten with 1 tbsp milk, to glaze']	Easy	['Freezable']	['Put a baking sheet in the oven at 220C/200C fan/gas 7. Put the flour, salt and baking powder into a food processor, then whizz in the butter until it disappears. Pulse in the sugar, tip into a large bowl, then make a well in the middle.', 'Warm the yogurt, milk and vanilla together in the microwave for 1 min or in a pan; it should be hot and may well go a bit lumpy-looking. Tip into the bowl and quickly work into the flour mix using a cutlery knife. As soon as it’s all in, stop.', 'Tip the dough onto a floured surface, then, with floured hands, fold the dough over a few times – just enough to create a smoothish dough. Press out to about 4cm/1½in thick, dip a 7cm cutter into more flour, then stamp out 4 rounds, flouring the cutter each time. Squash the remainder lightly together, then repeat until the dough is used up. Brush tops with egg wash, scatter flour over the hot sheet, then lift the scones on. Bake for 12 mins until risen and golden. Best eaten just-warm, or on the day.']	https://www.bbcgoodfood.com/recipes/easy-fluffy-scones
['italian']	['dinner']	Pizza with homemade sauce	['300g strong white bread flour, plus extra for dusting', '1 tsp instant yeast', '1 tbsp olive oil', '1 tbsp olive oil, plus a drizzle', '2 garlic cloves, crushed', '200ml passata', '8 mozzarella pearls, halved', 'small bunch fresh basil']	Easy	['Vegetarian']	['Tip the flour into a bowl, then stir in the yeast and 1 tsp salt. Make a well in the centre and pour in 200ml warm water (make sure it’s not too hot) along with the oil. Stir together with a wooden spoon until you have a soft, fairly wet dough.', 'Tip the dough out onto a lightly floured surface and knead for 5 mins until smooth. Cover with a tea towel and set aside for an hour or so or until the dough has puffed up and doubled in size. You can also leave the rough, unkneaded dough in the bowl, cover with a tea towel and leave in the fridge overnight and the dough will continue to prove on its own.', 'Meanwhile, make the tomato sauce. Put the oil in a small pan and fry the garlic briefly (don’t let it brown), then add the passata and simmer everything until the sauce thickens a little. Leave to cool.', 'Once the dough has risen, knead it quickly in the bowl to knock it back, then tip out onto a lightly floured surface and cut into two balls. Roll out each ball into a large teardrop that is very thin and about 25cm across (teardrop shapes fit baking sheets more easily than rounds).', 'Heat oven to 240C/220C fan/ gas 9 with a large baking sheet inside. Lift one of the bases onto another floured baking sheet. Smooth the sauce over the base with the back of a spoon, scatter over half the mozzarella, drizzle with olive oil and season. Put the pizza, still on its baking sheet, on top of the hot sheet in the oven and bake for 8-10 mins until crisp.']	https://www.bbcgoodfood.com/recipes/pizza-homemade-sauce
	['afternoon-tea', 'dessert', 'treat']	Easy pound cake	['200g unsalted butter, softened', '200g caster sugar', '3 eggs, beaten', '200g self-raising flour', '1 tsp baking powder', '3 tbsp whole milk', '1 tbsp vanilla paste / ½ vanilla pod seeds', '125g icing sugar', '1 tbsp vanilla paste / ½ vanilla pod seeds']	Easy	['Vegetarian']	['Pre-heat oven to 180C/160C fan/gas 4 and line a 900g loaf tin with parchment paper (mine was 19cm x 9cm x 6cm). Put all of the ingredients except those for the icing into a large bowl and beat together, either using an electric hand whisk or a wooden spoon until smooth and combined. Pour the mix into the loaf tin and spread evenly with the back of spoon. Bake for 40 – 45 mins.', 'Once out of the oven, leave to cool and make the icing. Combine the icing sugar and vanilla paste with three tbsp of water – you may need more but add it gradually to get a thick icing. Spread it over the top of the cake; it’s fine if it drips down the edges. Allow to set and then slice. ']	https://www.bbcgoodfood.com/recipes/easy-vanilla-pound-cake
['british']	['dessert']	White chocolate berry cheesecake	['2 x 150g bars white chocolate', '2 x 300g tubs soft cheese', '284ml pot double cream', '50g caster sugar', '170g punnet raspberries', '5 tbsp raspberry jam', '85g amaretti biscuits', '200g small strawberries', 'a few blueberries (optional)']	Easy	[]	['Break the chocolate into a glass bowl, then put it over a pan of just simmering water to melt, making sure the bottom of the bowl doesn’t touch the water. Line a lightly oiled 900g loaf tin with cling film.', 'Whisk the cheese, cream and sugar together, preferably with electric beaters, then stir into the almost-cool melted white chocolate until well combined.', 'Stir 50g raspberries with 2 tbsp of the jam. Spoon half the cheese mixture into the loaf tin, then spoon the jammy raspberries down the centre. Top with the rest of the cheese mixture, level the top, then press in the biscuits. Cover and chill for 6 hrs or overnight.', 'Set aside about 6 strawberries. Halve the rest, then warm in a pan with the remaining jam until soft. Whizz in a food processor or with a hand blender, then rub through a sieve to remove the seeds and make a sauce. Add a drop of water if the sauce is too thick.', 'To serve, carefully turn the tin onto a plate, lift it away and strip off the cling film. Halve the remaining strawberries, then arrange on top of the cake with the remaining raspberries and blueberries (if using). Pour over a little sauce and serve the rest separately for drizzling over.']	https://www.bbcgoodfood.com/recipes/white-chocolate-berry-cheesecake
	['brunch', 'lunch', 'supper']	Bombay potato frittata	['4 new potatoes, sliced into 5mm rounds', '100g baby spinach, chopped', '1 tbsp rapeseed oil', '1 onion, halved and sliced', '1 large garlic clove, finely grated', '½ tsp ground coriander', '½ tsp ground cumin', '¼ tsp  black mustard seeds', '¼ tsp turmeric', '3 tomatoes, roughly chopped', '2 large eggs', '½ green chilli, deseeded and finely chopped', '1 small bunch of coriander, finely chopped', '1 tbsp mango chutney', '3 tbsp fat-free  Greek yogurt']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']	['Cook the potatoes in a pan of boiling water for 6 mins, or until tender. Drain and leave to steam-dry. Meanwhile, put the spinach in a heatproof bowl with 1 tbsp water. Cover and microwave for 3 mins on high, or until wilted.', 'Heat the rapeseed oil in a medium non-stick frying pan. Add the onion and cook over a medium heat for 10 mins until golden and sticky. Stir in the garlic, ground coriander, ground cumin, mustard seeds and turmeric, and cook for 1 min more. Add the tomatoes and wilted spinach and cook for another 3 mins, then add the potatoes.', 'Heat the grill to medium. Lightly beat the eggs with the chilli and most of the fresh coriander and pour over the potato mixture. Grill for 4-5 mins, or until golden and just set, with a very slight wobble in the middle.', 'Leave to cool, then slice into wedges. Mix the mango chutney, yogurt and remaining fresh coriander together. Serve with the frittata wedges.']	https://www.bbcgoodfood.com/recipes/bombay-potato-frittata
['chinese']	['dinner', 'main-course', 'supper']	Next level sweet and sour chicken	['8 skinless, boneless chicken thighs, fat trimmed, sliced', '2 tbsp soy sauce', '2 tbsp Shaohsing rice wine or dry sherry', 'thumb-sized piece ginger, peeled and finely grated', '3 garlic cloves, finely grated', '1 egg, beaten', '100g cornflour', '½ tsp Chinese five-spice powder', 'sunflower oil, for deep-frying', 'boiled rice, to serve', '5 tbsp Shaohsing rice wine or dry sherry', '150ml malt vinegar', '60g caster sugar', '2 garlic cloves, crushed', '2 tbsp tomato ketchup', '2 tbsp soy sauce', '½ chicken stock pot or stock cube', '1 red pepper, deseeded and roughly chopped', '1 red onion, roughly chopped', '½ small pineapple, chopped into chunks', 'large piece ginger, peeled and very thinly sliced', 'small handful of coriander sprigs', '4 spring onions, shredded', '1 tsp Sichuan peppercorns (optional)']	More effort	[]	['Mix the chicken with the soy sauce, rice wine, ginger, garlic and a pinch of salt in a large bowl. Put in the fridge and leave to marinate for at least 1 hr or ideally overnight. Meanwhile, make the sauce. Tip the rice wine, vinegar and sugar into a saucepan with a pinch of salt and bring to the boil. Stir until the sugar has dissolved, then add the garlic and ketchup. Continue to cook for 10 mins until syrupy, then remove from the heat and set aside. To prepare the toppings, put the coriander and spring onion in a bowl of iced water to perk them up. Toast the peppercorns in a dry frying pan, if using, then crush using a pestle and mortar. Mix with 1 tbsp sea salt and set aside.', 'Mix the beaten egg into the chicken mix, then stir in the cornflour and five-spice powder until the chicken is coated. Set aside. Pour the oil into a wok until it’s no more than a third full and heat to 170C, or heat a deep-fat fryer to the same temperature. If you don’t have a thermometer, drop a bit of the batter into the oil; when the batter sizzles and turns golden within 1 min, it’s ready. Fry the chicken in batches for 4-5 mins until golden and crisp, then drain on kitchen paper and keep warm in a low oven.', 'Meanwhile, gently reheat the sauce and add the soy sauce, stock pot or cube, vegetables, pineapple and ginger. Simmer for 3 mins until the veg is slightly softened. Mix the chicken with the sauce and serve with the coriander and spring onions, salt and pepper mix and some rice on the side.']	https://www.bbcgoodfood.com/recipes/next-level-sweet-sour-chicken
		Sourdough starter	['250g strong white bread flour, preferably organic or stoneground']	More effort	['Vegan', 'Vegetarian']	['Day 1:To begin your starter, mix 50g flour with 50g tepid water in a jar or, better still, a plastic container. Make sure all the flour is incorporated and leave, semi-uncovered, at room temperature for 24 hrs.', 'Day 2:Mix 50g flour with 50g tepid water and stir into yesterday’s mixture. Make sure all the flour is incorporated and leave, semi-uncovered, at room temperature for another 24 hrs.', 'Day 3:Mix 50g flour with 50g tepid water and stir into yesterday’s mixture. Make sure all the flour is incorporated and leave, semi-uncovered, at room temperature for another 24 hrs.', 'Day 4:You should start to see some activity in the mixture now; there should be some bubbles forming and bubbling on top. Mix 50g flour with 50g tepid water and stir into yesterday’s mixture. Make sure all the flour is incorporated and leave, semi-uncovered, at room temperature for another 24 hrs.', 'Day 5:The mixture should be very active now and ready for making your levain (starter). If it’s not bubbling, continue to feed it on a daily basis until it does. When it’s ready, it should smell like yogurt.', 'You now have a starter, which is the base to the bread. You’ll need to look after it, but naming is optional! Keep it in the fridge (it will stay dormant) and 24 hrs before you want to use it, pour half of it off and feed it with 100g flour and 100g water. Leave it at room temperature and it should become active again. The longer the starter has been dormant, the more times it will need to be refreshed – the process of pouring off half the starter and replacing it with new flour and water – to reactivate. If your starter is ready to use, a teaspoonful of the mixture should float in warm water.The starter can now be used to make white sourdough bread.']	https://www.bbcgoodfood.com/recipes/sourdough-starter
