cuisine	types	name	ingredients	difficulty	health_banners
	['dinner', 'main-course', 'pasta', 'supper']	Next level spaghetti carbonara	['1 tbsp olive oil', '150g rindless unsmoked fatty pancetta or guanciale, finely chopped', '1 garlic clove, bashed', '200g spaghetti or fettuccine', '4 good quality egg yolks, (2 of them are optional)', '50g parmesan, finely grated', 'a few drops of truffle oil (optional)']	More effort	[]
['english']	['afternoon-tea', 'treat']	Madeira loaf cake	['175g butter, softened, plus extra for greasing', '175g golden caster sugar', '3 large eggs', 'grated zest 1 lemon', 'few drops vanilla extract', '200g self-raising flour', '50g ground almond']	Easy	['Freezable']
	['side-dish', 'snack']	Easy soda bread	['500g plain wholemeal flour', '2 tsp sea salt', '1 tsp bicarbonate of soda', '1 tbsp finely chopped rosemary (optional)', '400ml whole milk', '1 lemon, juiced', '2 tsp honey']	Easy	['Vegetarian']
['indian']	['dinner']	Chicken & sweet potato curry	['1 tbsp sunflower oil', '1 onion, chopped', '450g boneless, skinless chicken thigh, cut into bite-sized pieces', '165g jar korma paste', '2 garlic cloves, crushed', '500g sweet potato, cut into small chunks', '400g can chopped tomato', '100g baby spinach', 'basmati rice, to serve']	Easy	['Freezable']
	['dinner', 'main-course', 'supper']	Mediterranean turkey-stuffed peppers	['2 red peppers (about 220g)', '1 ½ tbsp olive oil, plus an extra drizzle', '240g lean turkey breast mince (under 8% fat)', '½ small onion, chopped', '1 garlic clove, grated', '1 tsp ground cumin', '3-4 mushrooms, sliced', '400g can chopped tomatoes', '1 tbsp tomato purée', '1 chicken stock cube', 'handful fresh oregano leaves', '60g mozzarella, grated', '150g green vegetables (spinach, kale, broccoli, mangetout or green beans), to serve']	Easy	['High-protein', 'Keto', 'Low carb']
['indian']	['side-dish']	Chapatis	['140g wholemeal flour', '140g plain flour, plus extra for dusting', '1 tsp salt', '2 tbsp olive oil, plus extra for greasing', '180ml hot water or as needed']	Easy	['Vegan', 'Vegetarian']
['british']	['dinner', 'main-course']	Spring chicken in a pot	['1 tbsp olive oil', '1 onion, chopped', '500g boneless, skinless chicken thigh', '300g small new potato', '425ml low-salt vegetable stock (such as Kallo low-salt vegetable stock cubes)', '350g broccoli, cut into small florets', '350g spring green, shredded', '140g petits pois', 'bunch spring onion, sliced', '2 tbsp pesto']	Easy	['Freezable', 'Healthy']
['british']	['dessert']	Mince pies	['1 large jar  mincemeat (about 600g)', '2 satsumas, segmented and finely chopped', '1 apple, finely chopped', 'zest 1  lemon', 'little icing sugar, for dusting', '375g plain flour', '260g unsalted butter, softened', '125g caster sugar, plus extra for sprinkling', '1 large egg, plus 1 beaten egg for glazing']	Easy	['Freezable']
['thai']	['dinner', 'main-course']	Easy Thai prawn curry	"['1 tbsp vegetable oil', '1 onion, chopped ', '1 tsp fresh root ginger', ""1-2 tsp Thai red curry paste (we used Sharwood's)"", '400g can chopped tomatoes', '50g sachet coconut cream', '400g raw frozen prawns', 'coriander, chopped, to serve (optional)']"	Easy	['Freezable']
	['side-dish']	Roasted summer vegetables	['3 tbsp olive oil', '1 aubergine, cut into chunks', '2 mixed coloured peppers, such as orange and red, cut into chunks', '1 red onion, cut into wedges ', '2 courgettes, cut into chunks', '4 garlic cloves, smashed ', '3 sprigs of thyme', '200g cherry tomatoes', 'handful of basil leaves', 'zest of 1 lemon', '50g feta, crumbled']	Easy	['Gluten-free', 'Healthy']
['italian']	['main-course']	Venetian duck ragu	['1 tbsp olive oil', '4 duck legs', '2 onions, finely chopped', '2 fat garlic cloves, crushed', '2 tsp ground cinnamon', '2 tsp plain flour', '250ml red wine', '2 x 400g cans chopped tomatoes', '1 chicken stock cube, made up to 250ml', '3 rosemary sprigs, leaves picked and chopped', '2 bay leaves', '1 tsp sugar', '2 tbsp milk', '600g paccheri or pappardelle pasta', 'parmesan, grated, to serve']	Easy	['Freezable (sauce only)', 'Healthy']
['british']	['afternoon-tea', 'dessert']	Doughnut muffins	['140g golden caster sugar, plus 200g extra for dusting', '200g plain flour', '1 tsp bicarbonate of soda', '100ml natural yogurt', '2 large eggs, beaten', '1 tsp vanilla extract', '140g butter, melted, plus extra for greasing', '12 tsp seedless raspberry jam']	Easy	[]
['british']	['afternoon-tea', 'snack', 'supper', 'treat']	Halloween pumpkin cake	['300g self-raising flour', '300g light muscovado sugar', '3 tsp mixed spice', '2 tsp bicarbonate of soda', '175g sultanas', '½ tsp salt', '4 eggs, beaten', '200g butter, melted', 'zest 1 orange', '1 tbsp orange juice', '500g (peeled weight) pumpkin or butternut squash flesh, grated', '200g pack soft cheese', '85g butter, softened', '100g icing sugar, sifted', 'zest 1 orange  and juice of half']	Easy	['Freezable (un-iced)', 'Vegetarian']
['spanish']	['dinner', 'fish-course', 'lunch', 'main-course', 'supper']	Simple fish stew	['1 tbsp olive oil', '1 tsp fennel seeds', '2 carrots, diced', '2 celery sticks, diced', '2 garlic cloves, finely chopped', '2 leeks, thinly sliced', '400g can chopped tomatoes', '500ml hot fish stock, heated to a simmer', '2 skinless pollock fillets (about 200g), thawed if frozen, and cut into chunks', '85g raw shelled king prawns']	Easy	['Healthy']
	['lunch', 'soup', 'starter', 'supper']	Roasted red pepper, sweet potato & smoked paprika soup	['1 sweet potato, roughly chopped into dice with the skin still on', '1 red pepper, de-seeded and cut into chunks', '1 red onion, peeled and cut into chunks', '3 garlic cloves, peeled', '1 tsp smoked paprika', '2 tbsp olive oil', '200ml coconut milk', '200ml chicken stock', '½ tbsp sriracha', '1 tsp maple syrup']	Easy	[]
['british']	['afternoon-tea', 'treat']	Carrot loaf cake	['zest and juice 1 orange', '50g sultanas', '150ml sunflower oil, plus extra for greasing', '2 eggs', '140g soft light brown sugar', '85g wholemeal self-raising flour', '85g self-raising flour', '2 tsp each ground cinnamon and ground mixed spice', '1 tsp bicarbonate of soda', '140g carrots, coarsely grated', '50g walnuts, chopped, plus a few halves to decorate', '200g soft cheese (we used full fat Philadelphia)', '50g butter, softened', '85g icing sugar, sifted', 'pinch ground cinnamon']	Easy	['Freezable (Can be frozen before icing)']
['italian']	['dinner', 'side-dish']	Roast tomatoes	['10 large vine tomatoes, halved', '4 garlic cloves, sliced', '½ bunch thyme', '3 tbsp balsamic vinegar', '2 tbsp olive oil']	Easy	['Healthy']
	['dessert', 'dinner', 'snack']	Easy crêpes	['175g plain flour', '3 large eggs', '450ml milk', 'sunflower oil, for frying']	Easy	['Vegetarian']
['british']	['dinner', 'main-course', 'supper']	Smoky sausage casserole	['1 tbsp olive oil', '1 onion, finely chopped', '1 garlic clove, crushed', '1 large celery stick, finely chopped', '2 peppers (any colour), cut into chunks', 'pack 6 pork sausage (about 400g/14oz)', '1 tsp sweet smoked paprika', '½ tsp ground cumin', '½ tsp chilli flakes', '2 x 400g cans chopped tomatoes', '400g can cannellini beans, drained', '250g bag spinach (or use the same quantity as frozen)', '2 tbsp fresh breadcrumbs (or frozen with herbs)']	Easy	['Freezable']
	['afternoon-tea', 'dessert', 'treat']	Vegan scones	['350g self-raising flour, extra for dusting ', '¼ tsp salt', '1 tsp baking powder', '3 tbsp caster sugar', '95g vegan  vegetable spread', '150ml soy milk, plus extra to glaze ', 'jam, to serve ', 'vegan cream alternative, e.g. oat-based crème fraîche, to serve']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
['british']	['treat']	Hot cross buns	['300ml full-fat milk, plus 2 tbsp more', '50g butter', '500g strong bread flour', '1tsp salt', '75g caster sugar', '1tbsp sunflower oil', '7g sachet fast-action or easy-blend yeast', '1 egg, beaten', '75g sultanas', '50g mixed peel', 'zest 1  orange', '1 apple, peeled, cored and finely chopped', '1tsp ground cinnamon', '1 tsp mixed spice', '75g plain flour, plus extra for dusting', '3tbsp apricot jam']	More effort	['Freezable']
['italian']	['dinner', 'main-course', 'pasta']	Gnocchi & tomato bake	['1 tbsp olive oil', '1 onion, chopped ', '1 red pepper, deseeded and finely chopped', '1 garlic clove, crushed', '400g can  chopped tomatoes', '500g pack gnocchi', 'handful  basil leaves, torn', 'half a ball mozzarella, torn into chunks']	Easy	['Freezable', 'Vegetarian']
['thai']	['dinner', 'main-course']	Beef massaman curry	['85g unsalted peanuts', '400ml can coconut milk', '4 tbsp massaman curry paste', '600g stewing beef steak, cut into large chunks', '450g waxy potatoes, cut into 2.5cm chunks', '1 onion, cut into thin wedges', '4 kaffir lime leaves (available from Thai shops or dried from supermarkets)', '1 cinnamon stick', '1 tbsp tamarind paste', '1 tbsp palm or soft light brown sugar', '1 tbsp fish sauce', '1 red chilli, deseeded and finely sliced, to serve', 'jasmine rice, to serve']	Easy	['Freezable']
	['breakfast', 'brunch']	Healthy pancakes	['50g self-raising flour', '50g wholemeal or wholegrain flour', '2 small eggs, separated', '150ml skimmed milk', 'berries and low-fat yogurt or fromage frais to serve']	Easy	['Healthy', 'Vegetarian']
['british']	['afternoon-tea', 'dessert']	Coffee & walnut cake	['250g pack softened butter, plus extra for the tins', '100ml strong black coffee (made with 2 tbsp coffee granules), cooled', '280g self-raising flour', '250g golden caster sugar', '½ tsp baking powder', '4 eggs', '1 tsp vanilla extract', '85g walnut, 2 tbsp roughly chopped, the rest finely chopped', '100g icing sugar, sifted, plus a little extra for dusting', '150ml double cream', '100g mascarpone, at room temperature']	Easy	['Freezable (Freeze unfilled sponges)']
	['dessert']	Self-saucing sticky toffee chocolate pudding	['200g pitted medjool dates', '100g unsalted butter, softened, plus extra for the dish', '75g demerara sugar', '75g dark brown soft sugar', '2 large eggs', '250g plain flour', '1 tsp bicarbonate of soda', '1 tbsp baking powder', '100g dark chocolate, roughly chopped', 'vanilla ice cream or custard, to serve', '200ml double cream', '75g unsalted butter, cubed', '200g dark brown soft sugar', '30g cocoa powder']	Easy	['Vegetarian']
	['dessert']	Easy lemon layer cake	['225g unsalted butter, softened', '225g caster sugar', '4 large eggs', '225g self-raising flour', '1 tsp baking powder', '75g natural yogurt', '1 tsp vanilla bean paste or extract', '3 lemons, zested', '150g granulated sugar', '3 lemons, zest of 2 pared into strips, juiced (you’ll need 60ml)', '150g unsalted butter, softened', '150g icing sugar, sieved', '1 tsp vanilla bean paste or extract', '300g full-fat soft cheese']	Easy	[]
['indian']	['dinner', 'supper']	Lamb bhuna	['600g lamb neck fillet or shoulder, cut into large chunks', '6 garlic cloves, finely grated', 'thumb-sized piece of ginger, peeled and finely grated', '2 tbsp malt vinegar', '½ tsp ground cinnamon', '1 tbsp sunflower oil', '3 tbsp sunflower oil, plus a little extra if needed', '2 onions, finely chopped', '10 curry leaves', '2 dried chillies, or ½ tsp chilli flakes', '1 tsp cumin seeds', '1 tsp mustard seeds', '1 tsp ground coriander', '½ tsp fenugreek seeds or ground fenugreek', '1 tbsp tomato purée', '400g can chopped tomatoes', '1 tsp garam masala']	More effort	['Freezable']
['greek']	['dinner', 'fish-course', 'main-course', 'supper']	Greek-style roast fish	['5 small potatoes (about 400g), scrubbed and cut into wedges', '1 onion, halved and sliced', '2 garlic cloves, roughly chopped', '½ tsp dried oregano or 1/2 tbsp chopped fresh oregano', '2 tbsp olive oil', '½ lemon, cut into wedges', '2 large tomatoes, cut into wedges', '2 fresh skinless pollock fillets (about 200g)', 'small handful parsley, roughly chopped']	Easy	['Gluten-free', 'Healthy']
['indian']	['dinner', 'supper']	Classic butter chicken	['3 tbsp  lemon juice', '2-3 tbsp  kashmiri chili powder  or paprika ', '4 skinless  chicken breasts or 8 thigh fillets, chopped into 5cm cubes', '3 tbsp melted butter or  ghee, for basting the skewers', '200ml  plain yogurt', '1 tbsp crushed  garlic ', '1 tbsp finely grated  ginger', '2 tbsp ground  coriander', '2 tbsp ground  cumin', '2 tsp  amchoor powder  (dried mango powder)', '1 tbsp dried  fenugreek leaves, crushed ', '1 tbsp dried  mint leaves', '½ tsp  black salt  (optional, see below)', '½ tsp  plain salt (use 1 tsp if you do not have black salt)', '3 tbsp  vegetable oil', '1 tsp  cumin seeds', '4-8 hot  green chillies, sliced', '90g butter or  ghee', '2 medium  onions, finely chopped', '4 green cardamom pods, cracked', '½ tbsp crushed  garlic ', '½ tbsp grated ginger ', '1 tsp  ground turmeric', '2 tsp dried  fenugreek leaves, crushed', '500ml  passata, diluted with 150ml water', '2 tsp  garam masala', '100ml single cream', 'large pinch of  coriander leaves, to garnish']	More effort	['Freezable', 'Gluten-free']
		One-pot garlic chicken	['4 medium chicken breasts, skin removed, sliced crosswise into thick strips', '75g plain flour', '2 tbsp olive or rapeseed oil', '50g unsalted butter', '10-15 small garlic cloves, or to taste', '250ml hot chicken stock', '100ml double cream', '30g Parmigiano-Reggiano, finely grated', 'small bunch of flat-leaf parsley, finely chopped (optional)', 'cooked rice and steamed green beans, to serve  (optional)']	Easy	['Egg-free', 'High-protein', 'Low sugar', 'Nut-free']
['moroccan']	['dinner', 'main-course']	5-a-day tagine	['4 carrots, cut into chunks', '4 small parsnips, or 3 large, cut into chunks', '3 red onions, cut into wedges', '2 red peppers, deseeded and cut into chunks', '2 tbsp olive oil', '1 tsp each ground cumin, paprika, cinnamon and mild chilli powder', '400g can chopped tomato', '2 small handfuls soft dried apricots', '2 tsp honey']	Easy	['Freezable', 'Dairy-free', 'Vegetarian']
['mexican']	['dinner', 'main-course']	Vegetarian enchiladas	['1 tsp olive oil', '2 onions, chopped', '280g carrots, grated', '2-3 tsp chilli powder (mild or hot, according to your taste)', '2 x 400g cans chopped tomatoes', '2 x 400g cans pulses in water, drained (we used mixed beans and lentils)', '6 small wholemeal tortillas', '200g low-fat natural yogurt', '50g extra-mature cheddar cheese (or veg alternative), finely grated']	Easy	['Healthy', 'High-fibre', 'High-protein', 'Vegetarian']
	['side-dish']	Ultimate tomato salsa	['4-6 medium tomatoes, peeled and finely chopped ', '½ red onion, very finely chopped ', '1 small garlic clove, chopped ', 'small splash of white wine vinegar', '½ lime, juiced', '½ bunch of coriander, roughly chopped ']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']
['italian']	['dinner', 'main-course', 'supper']	Sausages with oregano, mushrooms & olives	['450g pack reduced-fat sausage', '1 tsp sunflower oil', '2 tsp dried oregano', '2 garlic cloves, sliced', '400g can chopped or cherry tomato', '200ml beef stock', '100g pitted black olives  in brine', '500g pack mushroom, thickly sliced']	Easy	['Easily halved', 'Freezable']
['french']	['dinner', 'main-course']	Pot-roast beef with French onion gravy	['1kg silverside or topside of beef with no added fat  ', '2 tbsp olive oil', '8 young carrots, tops trimmed (but leave a little, if you like)', '1 celery stick, finely chopped', '200ml white wine', '600ml rich beef stock', '2 bay leaves', '500g onion', 'a few  thyme sprigs', '1 tsp butter', '1 tsp light brown or light muscovado sugar', '2 tsp plain flour']	Easy	['Freezable', 'Healthy']
	['dinner', 'main-course', 'supper']	Vegan shepherd's pie	"['1.2kg floury potatoes, such as Maris Piper or King Edward', '50ml vegetable oil', '30g dried porcini mushrooms, soaked in hot water for 15 mins, then drained (reserve the liquid)', '2 large leeks, chopped', '2 small onions, chopped', '4 medium carrots (about 300g), cut into small cubes', ""1 vegetable stock cube (make sure it's vegan)"", '3 garlic cloves, crushed', '2 tbsp tomato purée', '2 tsp smoked paprika', '1 small butternut squash, peeled and cut into small cubes', '½ small pack marjoram or oregano, leaves picked and roughly chopped', '½  small pack thyme, leaves picked', '½ small pack  sage, leaves picked and roughly chopped', '4 celery sticks, chopped', '400g can chickpeas', '300g frozen peas', '300g frozen spinach', '20ml olive oil', 'small pack flat-leaf parsley, chopped', 'tomato ketchup, to serve (optional)']"	Easy	['Freezable (before baking)', 'Healthy', 'High-fibre', 'Vegan', 'Vegetarian']
	['dinner', 'supper']	Quinoa chilli with avocado & coriander	['1 tbsp rapeseed oil', '1 onion, sliced', '2 garlic cloves, chopped', '1 green pepper, chopped', '½-1 tsp smoked paprika', '½-1 tsp chilli powder', '2 tsp cumin', '2 tsp coriander', '400g can chopped tomatoes', '½ tsp  dried oregano', '2 tsp vegetable bouillon powder (check the label if you’re vegan)', '80g quinoa, rinsed under cold water', '400g can black beans, drained and rinsed', 'generous handful of coriander, chopped', '2 tbsp bio yogurt or coconut yogurt (optional)', '1 small avocado, stoned, peeled and sliced']	Easy	['Dairy-free', 'Egg-free', 'Healthy', 'Vegan', 'Vegetarian']
['indian']		Tomato & chickpea curry	['1 tbsp olive oil', '2 onions, finely sliced', '2 garlic cloves, crushed', '1 tsp garam masala', '1 tsp turmeric', '1 tsp ground coriander', '400g can plum tomatoes', '400ml can coconut milk', '400g can chickpeas, drained and rinsed', '2 large tomatoes, quartered', '½ small pack coriander, roughly chopped', 'cooked  basmati rice, to serve']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']
['italian']	['dinner', 'lunch', 'main-course', 'snack', 'soup', 'starter', 'supper']	Chunky Minestrone soup	['3 large carrots, roughly chopped ', '1 large onion, roughly chopped ', '4 celery  sticks, roughly chopped', '1 tbsp olive oil', '2 garlic cloves, crushed', '2 large potatoes, cut into small dice', '2 tbsp tomato purée', '2l vegetable stock', '400g can chopped tomatoes', '400g can butter or cannellini beans', '140g spaghetti, snapped into short lengths', '½ head Savoy cabbage, shredded', 'crusty bread, to serve ']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Healthy', 'Vegetarian']
['british']	['lunch', 'soup', 'supper']	Pumpkin soup	['2 tbsp olive oil', '2 onions, finely chopped', '1kg pumpkin or squash (try kabocha), peeled, deseeded and chopped into chunks', '700ml vegetable stock or chicken stock', '150ml double cream', '2 tbsp olive oil', '4 slices wholemeal seeded bread, crusts removed', 'handful pumpkin seeds']	Easy	['Freezable', 'Vegetarian']
	['dinner', 'main-course', 'pasta']	Spinach & courgette lasagne	['400g spinach', '1 tbsp olive oil', '2 garlic cloves, crushed', '250g mascarpone', '1 tsp ground nutmeg', '100g parmesan (or vegetarian alternative), grated', '9 lasagne sheets', '100ml double cream', '3 large courgettes, sliced lengthways']	Easy	['Vegetarian']
['mediterranean']	['buffet', 'dinner', 'lunch', 'main-course', 'snack']	Tuna, asparagus & white bean salad	['1 large bunch asparagus', '2 x cans tuna steaks in water, drained', '2 x cans cannellini beans in water, drained', '1 red onion, very finely chopped', '2 tbsp capers', '1 tbsp olive oil', '1 tbsp red wine vinegar', '2 tbsp tarragon, finely chopped']	Easy	['Dairy-free', 'Gluten-free', 'Healthy', 'Low calorie', 'Low fat']
	['dinner', 'supper']	Pork souvlaki	['400g lean pork shoulder, cut into 2cm chunks', '1 tbsp olive oil', '½ tbsp dried oregano', '1 lemon, zested and juiced', '½ tsp hot paprika', '100ml fat-free yogurt', '1 small garlic clove, grated', '½ cucumber, trimmed and grated', '2 red peppers, deseeded and cut into chunks', '2 Little Gem lettuce, leaves separated', 'chilli sauce, to serve (optional)', 'flatbreads, warmed, to serve (optional)']	Easy	['Healthy', 'High-protein', 'Keto', 'Low calorie']
['british']	['dinner', 'main-course', 'pasta']	Cheesy broccoli pasta bake	['280g penne', '280g broccoli, cut into florets', '25g butter', '25g plain flour', '300ml milk', '1 tbsp wholegrain mustard', '140g mature cheddar, grated']	Easy	['Vegetarian']
	['dinner', 'main-course', 'supper']	Chipotle chicken tinga	['2 tbsp olive oil', '2 onions, sliced', '2 large garlic cloves, crushed', '2-3 tbsp  chipotle chilli paste', '400g can  chopped tomatoes', '2 tbsp light brown soft sugar', '6 boneless, skinless chicken thighs', '1 small red onion, finely chopped', '3 ripe tomatoes, finely chopped', '1 lime, zested and juiced', '1 small bunch  coriander, leaves and stalks finely chopped, plus extra leaves to serve', 'tortilla chips and guacamole, to serve']	Easy	['Freezable', 'Gluten-free']
['mexican']	['dinner', 'main-course', 'supper']	Butternut chilli	"['600g medium  vine tomatoes, or 400g can chopped or cherry tomatoes', '2 tbsp olive oil', '2 onions, finely chopped', '2 large  garlic cloves, finely chopped', ""1 red bird's-eye chilli, deseeded and finely chopped"", '1 tsp cayenne pepper', '1 tsp oregano', '1 bay leaf', '600g butternut squash, peeled and cut into cubes', '12 pitted green olives, roughly chopped', '150ml red wine', '½ vegetable stock cube', '200g jar  piquillo pimiento peppers, or 2 roasted Romano peppers, roughly chopped', '400g can  black beans or red kidney beans, drained and rinsed', 'small bunch chives, snipped', '175ml soured cream']"	Easy	['Freezable', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Beef ragout	"['1.2kg beef shin, cut into chunks', '4-5 tbsp olive oil', '2 onions, finely chopped', '3 carrots, finely chopped', '4 celery sticks, finely chopped', '4 garlic cloves, sliced', '3 tbsp tomato purée', '400ml red wine', '2 rosemary sprigs', '2 bay leaves', '2 x 400g cans chopped tomatoes', '500ml beef stock', ""parmesan, grated, and pappardelle (see 'Goes well with', below), to serve""]"	More effort	['Freezable']
['british']	['condiment']	Mary Berry's Christmas chutney	['900g tomato', '3 red peppers, 1 large aubergine and 1 green  pepper (total weight of about 900g/2lb)', '700g onion, peeled and fairly finely chopped, by hand or in a food processor', '4 fat cloves garlic, crushed', '350g granulated sugar', '300ml/½pint white wine vinegar or distilled malt vinegar', '1 tbsp salt', '1 tbsp coriander  seeds, crushed', '1 tbsp paprika', '2 tsp cayenne pepper']	More effort	[]
['italian']	['dinner', 'main-course', 'supper']	Puttanesca baked gnocchi	['2 x 400g cans cherry tomatoes', 'olive oil, for frying', '1 onion, finely chopped', '1 tsp chilli flakes', '1 tbsp capers, drained', '60g black pitted Kalamata olives, roughly chopped', '5 anchovy fillets in oil, finely chopped', 'pinch of sugar', '500g shop-bought gnocchi', '1 x 125g ball mozzarella, torn']	Easy	[]
	['treat']	Double choc peanut butter cookies	['100g unsalted butter, softened at room temperature', '100g light brown sugar', '100g caster sugar', '1 egg, beaten', '150g self-raising flour', '2 tbsp cocoa powder', '¼ tsp salt', '200g milk chocolate, 150g chopped into chunks and 50g melted for drizzling', '75g peanut butter (crunchy or smooth is fine)', 'handful of salted peanuts, roughly chopped', 'milk to serve, optional']	Easy	['Freezable', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Slow cooker beef stroganoff	['750g stewing steak, such as chuck, cut into strips', '1 tbsp vegetable or rapeseed oil, plus a little more if needed', '2 onions, halved and sliced', '2 garlic cloves, crushed', '1 beef stock cube, or 1 tbsp liquid stock', '1 tbsp Dijon mustard', '50g butter', '200g chestnut mushrooms, halved', '2 tsp cornflour', '200g soured cream', 'small bunch parsley, chopped tagliatelle or mashed potato and a pinch of paprika, to serve']	Easy	['Freezable']
	['afternoon-tea', 'treat']	Easy cinnamon rolls	['300g self-raising flour', '2 tbsp caster sugar', '1 tsp ground cinnamon', '70g butter, melted, plus extra for greasing', '2 egg yolks', '130ml milk, plus extra for glazing', '1 tsp ground cinnamon', '55g light brown soft sugar', '2 tbsp caster sugar', '40g butter, melted', '60g icing sugar', '1 tbsp cream cheese, softened', '½ tbsp butter, softened', '½ tsp vanilla essence']	Easy	['Freezable', 'Vegetarian']
	['dinner', 'lunch', 'main-course', 'supper']	Baked tomato & mozzarella orzo	['150g orzo', '½ tbsp olive oil', '2 roasted red peppers from a jar, roughly chopped', 'handful olives, roughly chopped', 'big pinch chilli flakes', '½ tsp dried oregano', '400g can chopped tomatoes with garlic (if you can’t find ready mixed, crush 1 garlic clove into a can of tomatoes)', '125g ball mozzarella']	Easy	['Vegetarian']
	['dinner']	One-pan piri piri chicken dinner	['1kg bone-in chicken thighs and drumsticks (equal quantities of each saves any arguments)', '500g baby potatoes, thickly sliced', '2 peppers (1 red, 1 yellow), thickly sliced', '200g cherry tomatoes', 'handful of  coriander leaves, chopped', 'buttered corn on the cob, to serve', '1½ tsp smoked paprika', '25g light brown soft sugar', '1 lime, zested and juiced', '1 tsp dried chilli flakes (use less if you prefer less heat)', '2 garlic cloves, chopped', '4 tbsp olive oil', '½ bunch of fresh oregano, leaves picked or 1 tbsp dried oregano', '1 red chilli (optional), deseeded and chopped', '1 tbsp red wine or port (optional)']	Easy	['Gluten-free']
['thai']	['dinner', 'soup']	Thai chicken and sweet potato soup	['1 tsp olive or rapeseed oil', '2 garlic cloves, chopped', '1 red chilli, deseeded and chopped', '2cm chunk root ginger, chopped', '1 stalk lemongrass, bashed', '1 x 25g pack coriander, leaves and stalks chopped separately', '2 tbsp red Thai curry paste', '750ml chicken stock (made with 2 stock cubes)', '1 small can (160ml) coconut cream', '500g sweet potato, peeled and roughly chopped', '2 skinless chicken breasts, sliced', '1 lime, juice only', '1 tsp sugar', '½ tsp fish sauce', 'crusty bread, to serve (optional)']	Easy	['Freezable']
	['dinner', 'main-course', 'supper']	Easy beef burritos	['2 tbsp sunflower oil', '1 onion, finely chopped', '4 garlic cloves, very finely chopped ', '1 tbsp ground cumin', '1 tbsp ground coriander', 'small pinch of cayenne pepper (more if you want it spicier)', '1 tsp dried oregano', '500g beef mince', 'pinch of golden caster sugar', '1 tbsp wine vinegar or cider vinegar', '400g can chopped tomatoes', '400g can black beans or kidney beans, with the can water', '8 flour or corn tortillas', '500g cooked rice, or our Mexican tomato rice (see recipe below right)', 'a selection of sliced avocado or guacamole, chopped tomatoes, soured cream, shredded lettuce, sliced red onion, grated cheddar, sliced red chilli and lime halves, to serve ']	Easy	[]
	['dinner', 'lunch', 'main-course', 'supper']	Baked tomato & mozzarella orzo	['150g orzo', '½ tbsp olive oil', '2 roasted red peppers from a jar, roughly chopped', 'handful olives, roughly chopped', 'big pinch chilli flakes', '½ tsp dried oregano', '400g can chopped tomatoes with garlic (if you can’t find ready mixed, crush 1 garlic clove into a can of tomatoes)', '125g ball mozzarella']	Easy	['Vegetarian']
	['dinner', 'main-course', 'pasta', 'supper']	Three-cheese meatball lasagne	['12 sausages', '2 tbsp olive oil', '2 onions, chopped', '4 garlic cloves, crushed', '2 tsp fennel seeds', '2 tsp dried oregano or a small handful of fresh oregano leaves, chopped', '½ tsp chilli flakes (optional)', '1 tbsp sugar', '500ml passata', '400g can chopped tomatoes', '100g butter', '2 bay leaves', '100g plain flour', '1l milk', '¼ fresh nutmeg, finely grated', '100g baby spinach', 'handful basil, leaves torn', '50g parmesan, grated', '250g dried lasagne sheets (about 12 sheets)', '50g cheddar, grated', '150g ball mozzarella, torn into small pieces']	More effort	['Freezable']
['spanish']	['main-course']	Chorizo, pork belly & chickpea casserole	['1 tbsp olive oil', '700g skinless, boneless pork belly, cut into large bite-sized chunks', '100g cooking chorizo, sliced into thin rounds', '1 large onion, chopped', '1 large carrot, finely chopped', '1 tsp fennel seed', 'small pinch dried chilli flakes', '2 garlic cloves', '4 bay leaves, fresh are best', 'sprig of thyme', 'large pinch golden caster sugar', '1 tbsp tomato purée', '50ml sherry vinegar or good quality red wine vinegar', '400g tin chopped tomato', '400g tin chickpea, drained and rinsed', 'fresh chopped parsley']	Easy	['Freezable']
	['afternoon-tea', 'dessert', 'treat']	Chocolate chip muffins	['250g self-raising flour', '1 tsp bicarbonate of soda', '150g chocolate chips, milk, white, dark or a mix of all three', '100g golden caster sugar', '2 eggs, lightly beaten', '150ml natural yogurt', '100g unsalted butter, melted']	Easy	['Freezable', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Butternut squash, sausage, spinach & mushroom pasta bake	['1 tbsp cider or  white wine vinegar', '2 tbsp olive oil, plus extra for the dish', '1 butternut squash (about 900g), peeled, deseeded and cut into 2-3cm cubes', 'pinch of  chilli flakes', '6 sausages (about 400g)', '50g unsalted butter', 'small bunch of  sage (about 10 leaves)', '50g plain flour', '600ml whole milk, plus extra for topping up, if needed', '½ nutmeg, grated', '40g grated parmesan, plus extra to serve', '1 tbsp Dijon mustard', '400g fusilli', '70g mushrooms, sliced', '1 garlic clove, crushed', '100g kale, chard or spinach, chopped', '50g pumpkin seeds']	More effort	['Freezable']
