cuisine	types	name	ingredients	difficulty	health_banners
	['lunch', 'starter']	Marrow soup	['1 tbsp vegetable oil', '2 onions, roughly chopped', '250g potatoes,  roughly chopped', '1 marrow (about 750g), peeled, deseeded and roughly chopped (see tip, below)', '1-2 tbsp curry powder, to taste', '500ml vegetable or chicken stock', '400g can butter beans, drained', '400ml can light coconut milk', 'small handful of coriander leaves']	Easy	['Healthy', 'Vegetarian']
['british']	['lunch', 'soup']	Butternut squash soup	['1 tbsp olive oil', '1 tbsp butter', '3 onions, chopped', '2 tbsp chopped sage', '1.4kg peeled, deseeded  butternut squash - buy whole squash and prepare, or buy bags of ready-prepared', '1 tbsp clear honey', '1 ½l vegetable stock', 'bunch chives, snipped, and cracked black pepper, to serve']	Easy	['Freezable', 'Healthy', 'Vegetarian']
	['treat']	Peppermint creams	['250g icing sugar', '1 egg white', 'few drops of peppermint essence', 'dark chocolate (optional)']	Easy	['Vegetarian']
	['dessert']	Golden amaretti Christmas cake	['1 large orange', '175g dried apricot', '700g mixed dried fruit', '120ml sweet marsala (or sweet cream sherry), plus extra for feeding the cake', '250g unsalted butter, softened', '250g bag crisp amaretti biscuits', '150g light soft brown sugar', '4 large eggs, at room temperature', '125g plain flour', '½ tsp baking powder', '1 tsp mixed spice', '50g toasted flaked almonds', '1 tbsp apricot cake glaze', '125g royal icing sugar, plus extra for dusting', '750g natural marzipan', 'gold cake spray', 'handful whole blanched almonds', '50g crisp amaretti biscuits', 'sugar balls, snowflakes or Christmassy sprinkles']	Easy	[]
['chinese']	['dinner', 'main-course']	Marinated tofu with pak choi	['250g fresh firm tofu, drained', '2 tbsp groundnut oil', '1cm piece ginger, sliced', '200g pak choi, leaves separated', '1 tbsp Shaohsing rice wine', '1 tbsp rice vinegar', '½ tsp dried chilli flakes', 'cooked jasmine rice, to serve', '1 tbsp grated ginger', '1 tsp dark soy sauce', '2 tbsp light soy sauce', '1 tbsp brown sugar or golden syrup']	Easy	['Vegetarian']
	['dinner', 'main-course', 'pasta']	Vegan mac and cheese	['160g raw cashews', '200g carrots, peeled and cut into 1cm cubes ', '700g potatoes, peeled and cut into 1cm cubes ', '90ml olive oil', '40g nutritional yeast', '1 lemon, juice only', '4 garlic cloves, peeled and roughly chopped', '1 tbsp Dijon mustard', '1 tbsp white wine vinegar', '1 tsp cayenne pepper', '400g macaroni', '3 tbsp panko breadcrumbs']	Easy	['Vegan', 'Vegetarian']
['british']	['main-course']	Mini toad-in-the-holes	['24 uncooked cocktail sausages', '2 tbsp sunflower oil', '3 eggs (this will be 150ml)', '150ml plain flour', '½ tsp mustard powder (optional)', '150ml milk', '12 small  rosemary sprigs', '3 tbsp red onion marmalade', '1 tbsp plain flour', '1 tsp mustard powder', 'squeeze of  ketchup', '500ml beef stock made with 1 stock cube', 'small splash of  soy sauce']	Easy	['Freezable']
['american']	['dinner', 'lunch', 'main-course', 'supper']	Spicy corn, black bean & feta salad	"['2 sweetcorn', '400g can black beans, drained and rinsed', '1 avocado, cut into chunks', '200g cherry tomatoes, halved', '4 spring onions, roughly chopped', '100g feta cheese, crumbled', 'lime wedges, to serve (optional)', '1 tsp ground cumin', ""1 tbsp chipotle Tabasco sauce (use regular Tabasco if you can't find this)"", 'juice and zest 2 limes', '1 tbsp sherry vinegar', '2 tbsp extra-virgin olive oil']"	Easy	['Vegetarian']
['british']	['dinner', 'main-course']	Steak & kidney pudding	['2½ tbsp dripping or vegetable oil', '2 onions, halved and sliced', '1 large carrot, diced', '2 bay leaves', '2 tbsp plain flour', '1 tsp English mustard', '400g diced lean stewing steak', '2 kidneys (about 150g), halved, cored and cut into chunks', '200ml stout', '200ml strong beef stock', 'mashed potato and greens, to serve', '300g plain flour', '1 tsp baking powder', '150g beef suet', 'soft butter, for greasing', 'chopped parsley (optional)']	A challenge	['Freezable (after steaming)']
['brazilian']	['afternoon-tea', 'dessert']	Brazilian carrot cake	['250ml vegetable oil, plus extra for the tin', '260g plain flour', '400g caster sugar', '1 tsp baking powder', '2 medium carrots (around 250g), peeled and roughly chopped', '2 eggs', '250ml milk', '30g cocoa powder', '60g caster sugar']	Easy	['Vegetarian']
	['snack', 'treat']	Sweet popcorn	['2 tbsp vegetable oil', '100g popcorn kernels', '250g caster sugar', '50g salted butter, cubed']	Easy	['Gluten-free', 'Vegetarian']
['italian']	['dinner', 'main-course', 'pasta']	Super-veg pasta	['2 red peppers, quartered and deseeded', '2 tbsp olive oil', '1 fennel bulb, roughly chopped', '1 onion, roughly chopped', '1 large carrot, roughly chopped', '2 garlic cloves, crushed', '¼ tsp crushed chillies', '1 tsp fennel seeds', '2 tbsp tomato purée', '400g can chopped tomatoes', '600ml vegetable stock', '1 tsp caster sugar', 'small handful basil, leaves shredded', '500g bag fresh egg pasta, cooked']	Easy	['Freezable', 'Healthy', 'Vegetarian']
['italian']	['dinner', 'main-course', 'pasta', 'supper']	Meatball pasta bake (pasta al forno)	['1 large  onion, ½ grated, ½ finely chopped', '3 garlic cloves, crushed ', '400g beef mince', '50g fresh  breadcrumbs', '3 tbsp milk', '25g parmesan, finely grated ', '½ small bunch of  parsley, finely chopped', '3 tbsp olive oil', '2 x 400g cans chopped  tomatoes', '350g dried pasta e.g. fusilli', '2 x 125g balls  mozzarella, drained and cut into cubes ']	Easy	[]
['middle-eastern']	['dinner', 'main-course']	Spiced lamb pilaf	['2 tbsp vegetable oil', '1 large onion, finely chopped', '3 garlic cloves, finely chopped', '4 cloves', '8 cardamom pods, crushed', '2 tsp turmeric', '1 large cinnamon stick', '2 lamb stock cubes', '450g basmati rice', '500g lamb leftovers, shredded', '100g raisins', '5 spring onions, finely sliced', '3 tomatoes, deseeded and roughly chopped', 'small bunch parsley, roughly chopped, plus a few leaves picked, to serve', 'small bunch coriander, roughly chopped, plus a few leaves picked, to serve', '50g flaked almonds, toasted', '200ml natural yogurt, to serve']	Easy	[]
	['dinner', 'main-course', 'treat']	Simple sirloin steak	['2 sirloin steaks, each about 200g and 2cm thick ', '1 tbsp sunflower oil', '1 tbsp butter', '1 garlic clove, left whole but bashed once ', 'sprig of thyme or rosemary (optional)']	Easy	['Gluten-free']
	['treat']	Chocolate orange fudge crinkle biscuits	['60g cocoa powder, sieved', '230g caster sugar', '60ml vegetable oil', '2 large  oranges, zested', '2 large eggs', '180g plain flour', '1 tsp baking powder', 'few drops of orange food colouring, or use red and yellow', '40g icing sugar']	Easy	['Freezable', 'Vegetarian']
	['dinner', 'lunch', 'main-course', 'supper']	Spicy vegetable stew with coconut	['1 tbsp rapeseed oil', '2 large onions, thinly sliced', '1 tbsp finely chopped ginger', '3 garlic cloves, chopped', '1 large red chilli, deseeded and thinly sliced', '1 tbsp thyme leaves', '1 tsp cinnamon', '1 tsp smoked paprika', '2 tsp ground coriander', '2 tsp cumin seeds', '2 x 400g cans chopped tomatoes', '800ml vegetable bouillon made with 4 tsp vegetable bouillon powder', '2 green peppers, seeded and cubed', '1 sweet potato, seeded and cubed', '2 plantains, peeled and sliced', '160g brown basmati rice', '2 x 400g cans red kidney beans, drained', 'handful fresh coriander, chopped, plus extra for sprinkling', '140g thick, unsweetened coconut yogurt']	Easy	['Gluten-free', 'Vegetarian']
	['lunch', 'supper']	Cumin roast veg with tahini dressing	['3 large carrots, roughly chopped', '3 peeled raw beetroots, roughly chopped', '1 sweet potato, sliced', '3 red onions, cut into wedges', '250g cauliflower florets', '1 tsp cumin seeds', '2 tbsp rapeseed oil', '1 tbsp balsamic vinegar', '2-3 tbsp chopped mint', '2-3 tbsp chopped coriander', '400g can chickpeas', '2 hard-boiled eggs, halved', '100g young spinach leaves', '3 tbsp tahini', '1 tbsp crunchy peanut butter', '1 lemon, zested and juiced', '1 tsp ground coriander', '1 garlic clove, finely grated']	Easy	['Healthy', 'Vegetarian']
['british']	['snack', 'treat']	Apricot, honey & pistachio flapjacks	['140g butter', '140g soft brown sugar', '2 tbsp honey', '175g rolled oats', '75g chopped pistachios', '140g dried chopped apricots']	Easy	[]
	['dinner']	30-minute chicken curry	['2 tbsp rapeseed or sunflower oil', '4 garlic cloves, finely grated', '2 green chillies, 1 finely chopped, 1 sliced to serve (optional)', '350g passata', '1 tsp garam masala', '1 tsp ground coriander', '½ tsp ground turmeric', '½ tsp chilli powder', '½ tsp honey', '1 tbsp dried fenugreek leaves', '2 tbsp double cream', 'small handful of coriander, small handful of coriander, leaves picked, to serve cooked rice, to serve', '150g natural yogurt', '½ tsp garam masala', '½ tsp ground turmeric', '½ tsp chilli powder', '½ tsp ground coriander', '6 boneless and skinless chicken thighs, cut into 2.5cm pieces']	Easy	['Gluten-free']
	['dinner']	Nduja lasagne	['1 tbsp olive oil', '1 onion, finely chopped', '3 garlic cloves, finely chopped or grated', '2 tbsp sundried or regular tomato purée', '500g beef mince', '4 tbsp nduja', '2 large tomatoes, chopped', '400g  can chopped tomatoes', '500ml vegetable stock', '1 basil sprig, leaves picked and torn', '9 dried lasagne sheets', '200g grated mozzarella or cheddar', '125g ball mozzarella, torn', '200g crème fraîche', '250g mascarpone', '50g grated parmesan, plus extra to serve']	Easy	['Low sugar', 'Nut-free']
	['breakfast', 'brunch', 'lunch']	Eggy cheese crumpets	['3 eggs', '50ml milk', '6 crumpets', '250g cherry tomatoes, halved', 'drizzle of  vegetable oil', '40g cheddar, grated', '2 small ripe  avocados, sliced']	Easy	['Vegetarian']
	['main-course']	Braised beef with cranberries & spices	['2 tbsp olive oil', '8 thick braising steaks, 1kg meat in total', '2 large  onions, very finely chopped, preferably in a food processor', '4 garlic cloves, sliced', '25g ginger, peeled and cut into slivers', 'good pinch saffron', '2 cinnamon sticks, snapped in half', '1 tbsp ground coriander', '1 tbsp harissa', '2 tbsp ground almond', '1.2l hot beef stock', '2 bay leaves', '85g dried cranberries']	Easy	['Freezable', 'Healthy']
	['dessert']	No-bake PB&J cheesecake squares	['100g butter', '250g digestive biscuits, crushed into fine crumbs', '500g full-fat soft cheese', '100g icing sugar', '237g crunchy peanut butter', '1 tsp vanilla extract', '300ml double cream', '4 cubes raspberry jelly, chopped into smaller chunks', '200g frozen raspberries, defrosted', '1 tbsp caster sugar']	Easy	[]
['indian']	['dinner', 'main-course', 'supper']	Chicken korma melts	['4 skinless chicken breast fillets', '180g tub full-fat cream cheese', '2 tbsp korma paste', '1 tbsp chopped coriander, plus extra to serve', 'juice 0.5 lemon', '1 red chilli, deseeded and thinly sliced', '8 cherry tomatoes, halved', 'rice and salad, or new potatoes and vegetables, to serve']	Easy	[]
['italian']	['dinner', 'main-course']	Chicken arrabbiata	['3 tbsp olive oil', '2 medium onions, halved and sliced', '1 garlic bulb, separated into cloves', '2 red chillies, deseeded and sliced', '350ml red wine', '350ml chicken stock', '600g tomato, finely chopped', '3 tbsp tomato purée', '2 tsp chopped thyme', '6 skinless chicken legs', 'chopped parsley, to serve (optional)', 'pasta or mash, to serve']	Easy	['Freezable', 'Healthy']
['british']	['afternoon-tea', 'buffet', 'dessert', 'snack', 'treat']	Fudgy dark chocolate cake	"['200g caster sugar', '200g softened butter', '4 eggs, beaten', ""200g self-raising flour  - swap 2 tbsp of the flour for 2 tbsp sifted cocoa powder (we used Green & Black's)"", '1 tsp  baking powder', '2 tbsp milk', '200ml double cream', '50g butter', '3 tbsp clear honey', '200g dark chocolate  (use 70% cocoa solids if you can), broken into pieces', 'top with shaved or grated  chocolate']"	Easy	['Freezable (Cake base freezes well for 3 months)']
['british']	['dessert', 'dinner']	Schooldays treacle sponge	['175g unsalted butter, softened, plus extra for greasing', '3 tbsp golden syrup, plus extra for drizzling', '1 tbsp fresh white breadcrumbs', 'a splash of brandy (optional but delicious)', '175g golden caster sugar', 'zest 1 lemon', '3 large eggs, beaten', '175g self-raising flour', '2 tbsp milk', 'clotted cream, to serve']	Easy	['Freezable']
['british']	['afternoon-tea', 'condiment']	Gooseberry jam	['1kg gooseberries, topped and tailed', 'juice of ½  lemon', '1kg granulated sugar']	Easy	[]
['middle-eastern']	['dinner', 'main-course']	Grilled aubergines with spicy chickpeas & walnut sauce	['4 tbsp olive oil', '1 onion, finely chopped', '1 red chilli, deseeded and finely chopped', '2cm piece  ginger, finely chopped', '½ tsp each ground cumin, coriander and cinnamon', '400g can chickpeas, rinsed and drained', '200g tomatoes, chopped', 'juice ½ lemon', '2 aubergines, sliced lengthways', '200g tub Greek-style yogurt', '1 garlic clove, crushed', '25g walnuts, chopped', 'handful coriander leaves, roughly chopped']	Easy	['Vegetarian']
	['lunch', 'starter']	Marrow soup	['1 tbsp vegetable oil', '2 onions, roughly chopped', '250g potatoes,  roughly chopped', '1 marrow (about 750g), peeled, deseeded and roughly chopped (see tip, below)', '1-2 tbsp curry powder, to taste', '500ml vegetable or chicken stock', '400g can butter beans, drained', '400ml can light coconut milk', 'small handful of coriander leaves']	Easy	['Healthy', 'Vegetarian']
['british']	['lunch', 'soup']	Butternut squash soup	['1 tbsp olive oil', '1 tbsp butter', '3 onions, chopped', '2 tbsp chopped sage', '1.4kg peeled, deseeded  butternut squash - buy whole squash and prepare, or buy bags of ready-prepared', '1 tbsp clear honey', '1 ½l vegetable stock', 'bunch chives, snipped, and cracked black pepper, to serve']	Easy	['Freezable', 'Healthy', 'Vegetarian']
	['treat']	Peppermint creams	['250g icing sugar', '1 egg white', 'few drops of peppermint essence', 'dark chocolate (optional)']	Easy	['Vegetarian']
	['dessert']	Golden amaretti Christmas cake	['1 large orange', '175g dried apricot', '700g mixed dried fruit', '120ml sweet marsala (or sweet cream sherry), plus extra for feeding the cake', '250g unsalted butter, softened', '250g bag crisp amaretti biscuits', '150g light soft brown sugar', '4 large eggs, at room temperature', '125g plain flour', '½ tsp baking powder', '1 tsp mixed spice', '50g toasted flaked almonds', '1 tbsp apricot cake glaze', '125g royal icing sugar, plus extra for dusting', '750g natural marzipan', 'gold cake spray', 'handful whole blanched almonds', '50g crisp amaretti biscuits', 'sugar balls, snowflakes or Christmassy sprinkles']	Easy	[]
['chinese']	['dinner', 'main-course']	Marinated tofu with pak choi	['250g fresh firm tofu, drained', '2 tbsp groundnut oil', '1cm piece ginger, sliced', '200g pak choi, leaves separated', '1 tbsp Shaohsing rice wine', '1 tbsp rice vinegar', '½ tsp dried chilli flakes', 'cooked jasmine rice, to serve', '1 tbsp grated ginger', '1 tsp dark soy sauce', '2 tbsp light soy sauce', '1 tbsp brown sugar or golden syrup']	Easy	['Vegetarian']
	['dinner', 'main-course', 'pasta']	Vegan mac and cheese	['160g raw cashews', '200g carrots, peeled and cut into 1cm cubes ', '700g potatoes, peeled and cut into 1cm cubes ', '90ml olive oil', '40g nutritional yeast', '1 lemon, juice only', '4 garlic cloves, peeled and roughly chopped', '1 tbsp Dijon mustard', '1 tbsp white wine vinegar', '1 tsp cayenne pepper', '400g macaroni', '3 tbsp panko breadcrumbs']	Easy	['Vegan', 'Vegetarian']
['british']	['main-course']	Mini toad-in-the-holes	['24 uncooked cocktail sausages', '2 tbsp sunflower oil', '3 eggs (this will be 150ml)', '150ml plain flour', '½ tsp mustard powder (optional)', '150ml milk', '12 small  rosemary sprigs', '3 tbsp red onion marmalade', '1 tbsp plain flour', '1 tsp mustard powder', 'squeeze of  ketchup', '500ml beef stock made with 1 stock cube', 'small splash of  soy sauce']	Easy	['Freezable']
['american']	['dinner', 'lunch', 'main-course', 'supper']	Spicy corn, black bean & feta salad	"['2 sweetcorn', '400g can black beans, drained and rinsed', '1 avocado, cut into chunks', '200g cherry tomatoes, halved', '4 spring onions, roughly chopped', '100g feta cheese, crumbled', 'lime wedges, to serve (optional)', '1 tsp ground cumin', ""1 tbsp chipotle Tabasco sauce (use regular Tabasco if you can't find this)"", 'juice and zest 2 limes', '1 tbsp sherry vinegar', '2 tbsp extra-virgin olive oil']"	Easy	['Vegetarian']
['british']	['dinner', 'main-course']	Steak & kidney pudding	['2½ tbsp dripping or vegetable oil', '2 onions, halved and sliced', '1 large carrot, diced', '2 bay leaves', '2 tbsp plain flour', '1 tsp English mustard', '400g diced lean stewing steak', '2 kidneys (about 150g), halved, cored and cut into chunks', '200ml stout', '200ml strong beef stock', 'mashed potato and greens, to serve', '300g plain flour', '1 tsp baking powder', '150g beef suet', 'soft butter, for greasing', 'chopped parsley (optional)']	A challenge	['Freezable (after steaming)']
['brazilian']	['afternoon-tea', 'dessert']	Brazilian carrot cake	['250ml vegetable oil, plus extra for the tin', '260g plain flour', '400g caster sugar', '1 tsp baking powder', '2 medium carrots (around 250g), peeled and roughly chopped', '2 eggs', '250ml milk', '30g cocoa powder', '60g caster sugar']	Easy	['Vegetarian']
	['snack', 'treat']	Sweet popcorn	['2 tbsp vegetable oil', '100g popcorn kernels', '250g caster sugar', '50g salted butter, cubed']	Easy	['Gluten-free', 'Vegetarian']
['italian']	['dinner', 'main-course', 'pasta']	Super-veg pasta	['2 red peppers, quartered and deseeded', '2 tbsp olive oil', '1 fennel bulb, roughly chopped', '1 onion, roughly chopped', '1 large carrot, roughly chopped', '2 garlic cloves, crushed', '¼ tsp crushed chillies', '1 tsp fennel seeds', '2 tbsp tomato purée', '400g can chopped tomatoes', '600ml vegetable stock', '1 tsp caster sugar', 'small handful basil, leaves shredded', '500g bag fresh egg pasta, cooked']	Easy	['Freezable', 'Healthy', 'Vegetarian']
['italian']	['dinner', 'main-course', 'pasta', 'supper']	Meatball pasta bake (pasta al forno)	['1 large  onion, ½ grated, ½ finely chopped', '3 garlic cloves, crushed ', '400g beef mince', '50g fresh  breadcrumbs', '3 tbsp milk', '25g parmesan, finely grated ', '½ small bunch of  parsley, finely chopped', '3 tbsp olive oil', '2 x 400g cans chopped  tomatoes', '350g dried pasta e.g. fusilli', '2 x 125g balls  mozzarella, drained and cut into cubes ']	Easy	[]
['middle-eastern']	['dinner', 'main-course']	Spiced lamb pilaf	['2 tbsp vegetable oil', '1 large onion, finely chopped', '3 garlic cloves, finely chopped', '4 cloves', '8 cardamom pods, crushed', '2 tsp turmeric', '1 large cinnamon stick', '2 lamb stock cubes', '450g basmati rice', '500g lamb leftovers, shredded', '100g raisins', '5 spring onions, finely sliced', '3 tomatoes, deseeded and roughly chopped', 'small bunch parsley, roughly chopped, plus a few leaves picked, to serve', 'small bunch coriander, roughly chopped, plus a few leaves picked, to serve', '50g flaked almonds, toasted', '200ml natural yogurt, to serve']	Easy	[]
	['dinner', 'main-course', 'treat']	Simple sirloin steak	['2 sirloin steaks, each about 200g and 2cm thick ', '1 tbsp sunflower oil', '1 tbsp butter', '1 garlic clove, left whole but bashed once ', 'sprig of thyme or rosemary (optional)']	Easy	['Gluten-free']
	['treat']	Chocolate orange fudge crinkle biscuits	['60g cocoa powder, sieved', '230g caster sugar', '60ml vegetable oil', '2 large  oranges, zested', '2 large eggs', '180g plain flour', '1 tsp baking powder', 'few drops of orange food colouring, or use red and yellow', '40g icing sugar']	Easy	['Freezable', 'Vegetarian']
	['dinner', 'lunch', 'main-course', 'supper']	Spicy vegetable stew with coconut	['1 tbsp rapeseed oil', '2 large onions, thinly sliced', '1 tbsp finely chopped ginger', '3 garlic cloves, chopped', '1 large red chilli, deseeded and thinly sliced', '1 tbsp thyme leaves', '1 tsp cinnamon', '1 tsp smoked paprika', '2 tsp ground coriander', '2 tsp cumin seeds', '2 x 400g cans chopped tomatoes', '800ml vegetable bouillon made with 4 tsp vegetable bouillon powder', '2 green peppers, seeded and cubed', '1 sweet potato, seeded and cubed', '2 plantains, peeled and sliced', '160g brown basmati rice', '2 x 400g cans red kidney beans, drained', 'handful fresh coriander, chopped, plus extra for sprinkling', '140g thick, unsweetened coconut yogurt']	Easy	['Gluten-free', 'Vegetarian']
	['lunch', 'supper']	Cumin roast veg with tahini dressing	['3 large carrots, roughly chopped', '3 peeled raw beetroots, roughly chopped', '1 sweet potato, sliced', '3 red onions, cut into wedges', '250g cauliflower florets', '1 tsp cumin seeds', '2 tbsp rapeseed oil', '1 tbsp balsamic vinegar', '2-3 tbsp chopped mint', '2-3 tbsp chopped coriander', '400g can chickpeas', '2 hard-boiled eggs, halved', '100g young spinach leaves', '3 tbsp tahini', '1 tbsp crunchy peanut butter', '1 lemon, zested and juiced', '1 tsp ground coriander', '1 garlic clove, finely grated']	Easy	['Healthy', 'Vegetarian']
['british']	['snack', 'treat']	Apricot, honey & pistachio flapjacks	['140g butter', '140g soft brown sugar', '2 tbsp honey', '175g rolled oats', '75g chopped pistachios', '140g dried chopped apricots']	Easy	[]
	['dinner']	30-minute chicken curry	['2 tbsp rapeseed or sunflower oil', '4 garlic cloves, finely grated', '2 green chillies, 1 finely chopped, 1 sliced to serve (optional)', '350g passata', '1 tsp garam masala', '1 tsp ground coriander', '½ tsp ground turmeric', '½ tsp chilli powder', '½ tsp honey', '1 tbsp dried fenugreek leaves', '2 tbsp double cream', 'small handful of coriander, small handful of coriander, leaves picked, to serve cooked rice, to serve', '150g natural yogurt', '½ tsp garam masala', '½ tsp ground turmeric', '½ tsp chilli powder', '½ tsp ground coriander', '6 boneless and skinless chicken thighs, cut into 2.5cm pieces']	Easy	['Gluten-free']
['greek']	['dinner', 'lunch', 'main-course', 'supper']	Lighter spanakopita	['500g fresh spinach', '3 tbsp rapeseed oil', '1 shallot, finely chopped', '6 spring onions, ends trimmed, finely chopped', '2 garlic cloves, finely chopped', 'generous pinch of ground nutmeg', '200g ricotta', '1 large egg, beaten', '2 tbsp chopped dill, plus 1 rounded tsp', '2 tbsp snipped chives', '2 tsp chopped mint', '5 sheets filo pastry (each about 46 x 25cm and about 250g total weight)', '100g feta', 'minted yogurt dip (see tip), to serve (optional)', 'tomato, cucumber & pepper salad (see tip), to serve (optional)']	Easy	['Vegetarian']
['american']	['afternoon-tea', 'buffet', 'dessert', 'dinner', 'lunch', 'treat']	Pink strawberry cheesecake	['200g digestive biscuit', '100g unsalted  butter, melted', '3 sheets of leaf  gelatine', '142ml carton  single cream', '300g full-fat  soft cheese', '100g golden caster sugar', 'finely grated zest of half a  lemon', '3 tbsp lemon juice', '300g strawberry, hulled and chopped', '142ml carton whipping or  double cream', '1 medium  egg white', '250g strawberries, hulled and chopped, plus about 200g/8oz extra to decorate', 'finely grated zest of half a  lemon', '3 tbsp  lemon juice', '2 tbsp  golden caster sugar, or more to taste']	More effort	[]
	['condiment']	Basic mayonnaise	['2 egg yolks', '1 tbsp Dijon mustard', '250ml sunflower oil', '2 tsp white wine vinegar or lemon juice']	More effort	[]
['spanish']	['main-course']	Tomato & chorizo rice	['250g pack small cooking chorizo sausages, halved lengthways', '1 onion, halved and sliced', '2 garlic cloves, chopped', '1 tsp sweet  smoked paprika', '250g basmati rice', '500ml hot  chicken stock (or gluten-free alternative)', '2 roasted  peppers from a jar, chopped', '395g can cherry tomato', '85g pitted green or Kalamata  olive']	Easy	['Gluten-free']
	['treat']	Air-fryer doughnuts	['125ml milk, lukewarm', '50g unsalted butter, melted and cooled to lukewarm', '7g sachet dried fast-action yeast', '60g caster sugar', '1 tsp vanilla extract', '275g plain flour, plus extra for dusting', '½ tsp ground cinnamon (optional)', '1 egg, beaten', '125g icing sugar', '3 tbsp milk', '¼ tsp vanilla extract', 'flavourless oil, for proving']	More effort	['Vegetarian']
['english']	['side-dish']	Broccoli & cauliflower cheese	['1 small cauliflower, leaves removed and broken into small florets', '1 small head broccoli, broken into small florets', '50g butter', '50g flour', '1 tsp mustard powder', '500ml milk', '100g strong cheddar, or vegetarian alternative', '2 tbsp snipped chives']	Easy	['Freezable', 'Vegetarian']
	['dinner', 'lunch', 'main-course', 'supper']	Steak & aubergine salad	['1 aubergine, halved lengthways, cut into thin slices', '2 tbsp flour', '3 ½ tbsp olive oil', '1 sirloin steak', '100g lamb’s lettuce', '50g feta, cut into cubes', '1 green chilli, halved and chopped', '½ lemon, juiced', '½small pack coriander, plus extra leaves to serve', '½small pack mint, plus extra leaves to serve']	Easy	[]
	['afternoon-tea', 'dessert', 'treat']	White chocolate, mascarpone & pistachio cheesecake	['butter, for the tin', '100g white chocolate', '200g digestive biscuits, crushed', '500g mascarpone', '200g full-fat  yogurt', '3 eggs', '100g caster sugar', '1 lemon, zested, 1/2 juiced', '½ tsp  vanilla bean paste', '50g shelled  pistachios, roughly chopped', '1 tbsp icing sugar (optional)', 'mixed  berries, to serve (optional)']	More effort	['Vegetarian']
['indian']	['dinner', 'main-course']	Fried fish & tomato curry	['2 tbsp vegetable oil, plus 2 tsp', '2 onions, thinly sliced', '8 large  vine tomatoes, roughly chopped', '4 garlic cloves', 'thumb-sized piece ginger, roughly chopped', '3 tbsp Madras curry paste', '165ml can coconut milk', 'large handful coriander, finely chopped, plus extra sprigs to serve', '500g pollock fillets, skinned', '6 tbsp plain flour', 'basmati rice, to serve']	Easy	['Freezable']
['italian']	['dinner', 'lunch', 'main-course', 'pasta']	Roasted asparagus, pancetta & cherry tomato pasta	['400g penne', '500g bunch asparagus, each spear trimmed and cut into 3 pieces', '2 tbsp olive oil', '6slices pancetta, snipped into pieces', '200g cherry tomatoes, halved', 'good handful basil leaves', 'grated parmesan, to serve']	Easy	[]
['thai']	['dinner', 'lunch', 'main-course', 'side-dish', 'supper']	Thai satay stir-fry	"['3 tbsp crunchy peanut butter', '3 tbsp sweet chilli sauce', '2 tbsp soy sauce', '300g pack straight-to-wok noodle', '1 tbsp oil', 'thumb-sized piece of fresh root ginger, peeled and grated', ""300g pack stir-fry vegetable with peppers and mangetout (we used Sainsbury's read-to-use baby leaf stir-fry)"", 'handful  basil leaves', '25g roasted peanuts, roughly chopped']"	Easy	[]
['italian']	['dinner', 'lunch', 'main-course']	Gnocchi with creamy tomato & spinach sauce	['1 tbsp olive oil', '2 garlic cloves, crushed', '400g can chopped tomato', '140g mascarpone', '500g pack gnocchi', '200g bag baby spinach', 'handful basil leaves', 'parmesan (or vegetarian alternative), shavings, to serve (optional)']	Easy	['Vegetarian']
['british']	['dinner', 'main-course', 'supper']	Summer chicken one-pot	['8 chicken thighs', '2 tbsp plain flour', '1 tbsp olive oil', '8 rashers streaky bacon, chopped', '400ml stock', '500g bag baby new potatoes, halved', '200g pack full fat soft cheese', '200g broad beans, podded', '200g sweetcorn (frozen, fresh or from a can)', '200g cherry tomatoes, halved']	Easy	['Freezable']
['british']	['afternoon-tea', 'buffet', 'dessert', 'treat']	Blueberry lemon cake with coconut crumble topping	['300g butter, softened', '425g caster sugar', 'zest 1 lemon', '6 eggs, beaten', '250g self-raising flour', '300g blueberry', '200g desiccated coconut', '200g lemon curd']	Easy	['Easily doubled', 'Easily halved', 'Freezable']
	['dessert', 'treat']	Chocolate-dipped strawberries	['100g dark chocolate, roughly chopped', '400g strawberries', '30g white and milk  chocolate, roughy chopped (optional)']	Easy	['Gluten-free', 'Nut-free', 'Vegetarian']
	['starter']	Port & chicken liver pâté	['200g butter', '2 shallots, finely chopped', '2 garlic cloves, crushed', '1 orange, zested', 'handful thyme leaves', '400g chicken livers, roughly chopped', '50ml port (or marsala)']	Easy	['Gluten-free']
	['lunch', 'starter']	Healthy tomato soup	['2 tbsp olive oil', '2 onions, chopped', '2 carrots, chopped', '2 garlic cloves, crushed', '2 red peppers, chopped', '1 large  sweet potato, peeled and chopped', '2 x 400g cans tomatoes', '1 low-salt veg or  chicken stock cube', '1 tsp dried oregano', '3 rosemary sprigs, leaves picked and chopped', '70ml double cream']	Easy	['Freezable', 'Healthy', 'Vegetarian']
	['breakfast', 'brunch']	Carrot cake porridge	['2 small  carrots, peeled and grated', '180g porridge oats', '1 tsp cinnamon', 'grating of fresh  nutmeg', '75g raisins', '850ml milk (cow’s or plant milk work well)', '1 tbsp nut butter, such as almond (optional)', 'honey, to serve (optional)']	Easy	['Freezable', 'Vegetarian']
